datetime,RH2M,PRECTOTCORR,WS50M,WS10M,ALLSKY_KT
2019-09-15 17:00:00,10.5,0.0,0.38,0.09,0.41
2019-09-15 18:00:00,13.25,0.0,3.59,2.2,-999.0
2019-09-15 19:00:00,19.25,0.0,7.0,4.12,-999.0
2019-09-15 20:00:00,26.44,0.0,8.85,4.85,-999.0
2019-09-15 21:00:00,32.75,0.0,8.84,4.93,-999.0
2019-09-15 22:00:00,36.0,0.0,8.55,4.52,-999.0
2019-09-15 23:00:00,37.44,0.0,8.15,4.14,-999.0
2019-09-16 00:00:00,38.5,0.0,7.79,3.85,-999.0
2019-09-16 01:00:00,39.06,0.0,7.46,3.74,-999.0
2019-09-16 02:00:00,39.62,0.0,6.93,3.63,-999.0
2019-09-16 03:00:00,39.94,0.0,6.4,3.5,-999.0
2019-09-16 04:00:00,40.0,0.0,6.12,3.42,-999.0
2019-09-16 05:00:00,39.75,0.0,6.05,3.39,0.36
2019-09-16 06:00:00,31.94,0.0,5.75,3.61,0.51
2019-09-16 07:00:00,24.94,0.0,5.0,4.5,0.64
2019-09-16 08:00:00,17.25,0.0,4.83,4.43,0.71
2019-09-16 09:00:00,13.56,0.0,4.05,3.59,0.75
2019-09-16 10:00:00,12.12,0.0,3.94,3.39,0.77
2019-09-16 11:00:00,11.19,0.0,4.22,3.65,0.77
2019-09-16 12:00:00,10.56,0.0,4.78,4.17,0.76
2019-09-16 13:00:00,10.38,0.0,5.41,4.76,0.59
2019-09-16 14:00:00,10.56,0.0,6.09,5.4,0.62
2019-09-16 15:00:00,11.25,0.0,6.74,5.94,0.57
2019-09-16 16:00:00,12.69,0.0,7.26,6.15,0.48
2019-09-16 17:00:00,16.81,0.0,7.09,4.2,0.33
2019-09-16 18:00:00,22.0,0.0,6.48,3.28,-999.0
2019-09-16 19:00:00,25.38,0.0,6.05,3.0,-999.0
2019-09-16 20:00:00,28.75,0.0,5.61,2.79,-999.0
2019-09-16 21:00:00,31.69,0.0,4.27,2.37,-999.0
2019-09-16 22:00:00,33.25,0.0,2.88,1.8,-999.0
2019-09-16 23:00:00,33.62,0.0,1.93,1.31,-999.0
2019-09-17 00:00:00,33.81,0.0,1.43,1.0,-999.0
2019-09-17 01:00:00,34.19,0.0,1.34,0.96,-999.0
2019-09-17 02:00:00,35.12,0.0,1.54,1.09,-999.0
2019-09-17 03:00:00,35.81,0.0,1.88,1.34,-999.0
2019-09-17 04:00:00,37.06,0.0,2.32,1.64,-999.0
2019-09-17 05:00:00,38.5,0.0,2.83,1.96,0.35
2019-09-17 06:00:00,34.88,0.0,3.14,1.97,0.48
2019-09-17 07:00:00,27.88,0.0,2.9,2.69,0.61
2019-09-17 08:00:00,20.81,0.0,4.51,3.78,0.7
2019-09-17 09:00:00,17.31,0.0,6.0,5.21,0.73
2019-09-17 10:00:00,15.88,0.0,7.05,6.19,0.75
2019-09-17 11:00:00,14.81,0.0,7.77,6.86,0.77
2019-09-17 12:00:00,14.0,0.0,8.24,7.3,0.7
2019-09-17 13:00:00,13.5,0.0,8.47,7.49,0.64
2019-09-17 14:00:00,13.38,0.0,8.53,7.52,0.58
2019-09-17 15:00:00,13.62,0.0,8.43,7.36,0.47
2019-09-17 16:00:00,14.38,0.0,8.18,6.9,0.47
2019-09-17 17:00:00,17.56,0.0,7.45,4.24,0.34
2019-09-17 18:00:00,21.88,0.0,7.15,3.61,-999.0
2019-09-17 19:00:00,24.0,0.0,7.02,3.56,-999.0
2019-09-17 20:00:00,26.0,0.0,6.79,3.48,-999.0
2019-09-17 21:00:00,27.75,0.0,6.34,3.36,-999.0
2019-09-17 22:00:00,29.12,0.0,5.85,3.25,-999.0
2019-09-17 23:00:00,30.31,0.0,5.33,3.11,-999.0
2019-09-18 00:00:00,31.25,0.0,4.81,2.93,-999.0
2019-09-18 01:00:00,31.94,0.0,4.32,2.73,-999.0
2019-09-18 02:00:00,32.44,0.0,3.83,2.48,-999.0
2019-09-18 03:00:00,32.88,0.0,3.32,2.22,-999.0
2019-09-18 04:00:00,33.19,0.0,2.86,1.95,-999.0
2019-09-18 05:00:00,33.94,0.0,2.67,1.83,0.37
2019-09-18 06:00:00,31.06,0.0,2.42,1.59,0.51
2019-09-18 07:00:00,26.12,0.0,2.38,2.02,0.65
2019-09-18 08:00:00,21.62,0.0,4.16,3.53,0.73
2019-09-18 09:00:00,18.25,0.0,5.02,4.39,0.76
2019-09-18 10:00:00,16.56,0.0,5.34,4.73,0.77
2019-09-18 11:00:00,15.31,0.0,5.64,5.02,0.76
2019-09-18 12:00:00,14.5,0.0,6.06,5.44,0.75
2019-09-18 13:00:00,14.0,0.0,6.57,5.94,0.7
2019-09-18 14:00:00,13.88,0.0,7.04,6.37,0.7
2019-09-18 15:00:00,14.12,0.0,7.4,6.66,0.64
2019-09-18 16:00:00,14.44,0.0,7.54,6.52,0.55
2019-09-18 17:00:00,15.56,0.0,7.46,4.37,0.38
2019-09-18 18:00:00,16.25,0.0,7.6,3.66,-999.0
2019-09-18 19:00:00,15.69,0.0,7.34,3.59,-999.0
2019-09-18 20:00:00,16.25,0.0,6.79,3.4,-999.0
2019-09-18 21:00:00,17.5,0.0,5.95,3.15,-999.0
2019-09-18 22:00:00,18.75,0.0,5.05,2.86,-999.0
2019-09-18 23:00:00,20.0,0.0,4.34,2.62,-999.0
2019-09-19 00:00:00,20.94,0.0,3.96,2.5,-999.0
2019-09-19 01:00:00,21.62,0.0,3.87,2.48,-999.0
2019-09-19 02:00:00,22.38,0.0,3.9,2.52,-999.0
2019-09-19 03:00:00,22.94,0.0,3.96,2.57,-999.0
2019-09-19 04:00:00,23.44,0.0,3.92,2.57,-999.0
2019-09-19 05:00:00,23.88,0.0,3.8,2.51,0.38
2019-09-19 06:00:00,20.94,0.0,3.65,2.42,0.57
2019-09-19 07:00:00,16.56,0.0,2.81,2.7,0.7
2019-09-19 08:00:00,12.31,0.0,1.13,1.32,0.77
2019-09-19 09:00:00,10.62,0.0,0.89,0.56,0.8
2019-09-19 10:00:00,9.44,0.0,1.87,1.57,0.82
2019-09-19 11:00:00,8.25,0.0,2.45,2.14,0.82
2019-09-19 12:00:00,7.25,0.0,2.85,2.56,0.83
2019-09-19 13:00:00,6.5,0.0,3.15,2.92,0.81
2019-09-19 14:00:00,6.0,0.0,3.41,3.27,0.8
2019-09-19 15:00:00,5.75,0.0,3.72,3.62,0.74
2019-09-19 16:00:00,5.88,0.0,4.31,3.92,0.65
2019-09-19 17:00:00,8.19,0.0,5.76,3.12,0.44
2019-09-19 18:00:00,10.88,0.0,7.1,3.71,-999.0
2019-09-19 19:00:00,17.19,0.0,7.8,4.34,-999.0
2019-09-19 20:00:00,31.0,0.0,7.87,4.66,-999.0
2019-09-19 21:00:00,47.56,0.0,7.37,4.32,-999.0
2019-09-19 22:00:00,57.5,0.0,5.67,3.11,-999.0
2019-09-19 23:00:00,60.44,0.0,4.47,2.46,-999.0
2019-09-20 00:00:00,60.31,0.0,4.22,2.36,-999.0
2019-09-20 01:00:00,58.94,0.0,4.29,2.41,-999.0
2019-09-20 02:00:00,57.19,0.0,4.38,2.48,-999.0
2019-09-20 03:00:00,55.12,0.0,4.42,2.55,-999.0
2019-09-20 04:00:00,52.88,0.0,4.42,2.58,-999.0
2019-09-20 05:00:00,50.94,0.0,4.31,2.58,0.41
2019-09-20 06:00:00,41.25,0.0,3.65,2.48,0.57
2019-09-20 07:00:00,33.06,0.0,2.4,2.25,0.7
2019-09-20 08:00:00,23.12,0.0,2.41,2.04,0.76
2019-09-20 09:00:00,14.56,0.0,3.78,3.28,0.8
2019-09-20 10:00:00,11.38,0.0,3.65,3.26,0.8
2019-09-20 11:00:00,9.75,0.0,3.39,2.99,0.79
2019-09-20 12:00:00,8.56,0.0,3.32,2.91,0.79
2019-09-20 13:00:00,7.62,0.0,3.43,3.01,0.77
2019-09-20 14:00:00,6.94,0.0,3.72,3.32,0.75
2019-09-20 15:00:00,6.56,0.0,4.33,3.89,0.7
2019-09-20 16:00:00,6.62,0.0,5.16,4.37,0.59
2019-09-20 17:00:00,9.06,0.0,6.0,3.26,0.4
2019-09-20 18:00:00,10.38,0.0,6.84,3.71,-999.0
2019-09-20 19:00:00,10.12,0.0,7.16,3.81,-999.0
2019-09-20 20:00:00,9.56,0.0,7.46,3.92,-999.0
2019-09-20 21:00:00,10.19,0.0,7.91,4.06,-999.0
2019-09-20 22:00:00,14.19,0.0,8.1,4.05,-999.0
2019-09-20 23:00:00,21.19,0.0,7.7,3.87,-999.0
2019-09-21 00:00:00,26.44,0.0,7.08,3.7,-999.0
2019-09-21 01:00:00,28.75,0.0,6.53,3.55,-999.0
2019-09-21 02:00:00,29.62,0.0,6.06,3.44,-999.0
2019-09-21 03:00:00,30.19,0.0,5.4,3.21,-999.0
2019-09-21 04:00:00,30.44,0.0,4.6,2.9,-999.0
2019-09-21 05:00:00,30.19,0.0,3.84,2.54,0.4
2019-09-21 06:00:00,27.12,0.0,3.24,2.0,0.55
2019-09-21 07:00:00,21.5,0.0,2.58,2.31,0.68
2019-09-21 08:00:00,17.75,0.0,3.71,3.08,0.74
2019-09-21 09:00:00,15.62,0.0,4.6,4.12,0.77
2019-09-21 10:00:00,14.25,0.0,4.7,4.24,0.78
2019-09-21 11:00:00,13.06,0.0,5.02,4.52,0.78
2019-09-21 12:00:00,12.19,0.0,5.52,4.95,0.78
2019-09-21 13:00:00,11.62,0.0,6.08,5.43,0.77
2019-09-21 14:00:00,11.56,0.0,6.7,5.94,0.73
2019-09-21 15:00:00,11.94,0.0,7.24,6.32,0.67
2019-09-21 16:00:00,13.06,0.0,7.6,6.34,0.54
2019-09-21 17:00:00,16.81,0.0,7.45,4.02,0.34
2019-09-21 18:00:00,20.56,0.0,7.52,3.72,-999.0
2019-09-21 19:00:00,22.19,0.0,7.57,3.74,-999.0
2019-09-21 20:00:00,23.75,0.0,7.22,3.67,-999.0
2019-09-21 21:00:00,25.38,0.0,6.58,3.51,-999.0
2019-09-21 22:00:00,26.88,0.0,6.15,3.43,-999.0
2019-09-21 23:00:00,28.31,0.0,5.88,3.36,-999.0
2019-09-22 00:00:00,29.62,0.01,5.79,3.36,-999.0
2019-09-22 01:00:00,30.88,0.01,6.13,3.46,-999.0
2019-09-22 02:00:00,32.06,0.01,7.42,3.84,-999.0
2019-09-22 03:00:00,32.75,0.0,8.5,4.13,-999.0
2019-09-22 04:00:00,33.81,0.0,8.55,4.14,-999.0
2019-09-22 05:00:00,35.19,0.01,8.06,3.95,0.38
2019-09-22 06:00:00,30.44,0.01,7.01,3.69,0.51
2019-09-22 07:00:00,23.31,0.01,6.05,4.9,0.65
2019-09-22 08:00:00,18.69,0.01,8.24,6.83,0.72
2019-09-22 09:00:00,16.31,0.0,9.17,7.83,0.76
2019-09-22 10:00:00,14.38,0.0,9.85,8.52,0.77
2019-09-22 11:00:00,12.75,0.0,10.25,8.93,0.77
2019-09-22 12:00:00,11.38,0.0,10.49,9.17,0.77
2019-09-22 13:00:00,10.19,0.0,10.61,9.25,0.72
2019-09-22 14:00:00,9.38,0.0,10.59,9.2,0.73
2019-09-22 15:00:00,9.12,0.0,10.44,8.98,0.69
2019-09-22 16:00:00,9.5,0.0,10.01,8.27,0.59
2019-09-22 17:00:00,12.12,0.0,8.68,5.16,0.39
2019-09-22 18:00:00,15.12,0.0,7.54,3.63,-999.0
2019-09-22 19:00:00,16.81,0.0,6.73,3.38,-999.0
2019-09-22 20:00:00,18.5,0.0,6.18,3.26,-999.0
2019-09-22 21:00:00,20.44,0.0,5.39,3.04,-999.0
2019-09-22 22:00:00,22.56,0.0,4.79,2.8,-999.0
2019-09-22 23:00:00,24.38,0.0,4.38,2.61,-999.0
2019-09-23 00:00:00,25.81,0.0,4.27,2.56,-999.0
2019-09-23 01:00:00,27.19,0.0,4.98,2.89,-999.0
2019-09-23 02:00:00,28.62,0.0,5.1,3.0,-999.0
2019-09-23 03:00:00,30.19,0.0,4.94,2.94,-999.0
2019-09-23 04:00:00,31.94,0.0,4.69,2.82,-999.0
2019-09-23 05:00:00,33.88,0.0,4.39,2.68,0.41
2019-09-23 06:00:00,30.88,0.0,3.63,2.29,0.52
2019-09-23 07:00:00,26.56,0.0,2.31,2.05,0.66
2019-09-23 08:00:00,20.56,0.0,4.35,3.45,0.73
2019-09-23 09:00:00,17.81,0.0,5.76,4.97,0.77
2019-09-23 10:00:00,15.31,0.0,6.78,5.89,0.75
2019-09-23 11:00:00,13.44,0.0,7.8,6.83,0.76
2019-09-23 12:00:00,12.25,0.0,8.96,7.87,0.74
2019-09-23 13:00:00,11.81,0.0,10.01,8.8,0.75
2019-09-23 14:00:00,12.06,0.0,10.55,9.22,0.73
2019-09-23 15:00:00,12.75,0.0,10.68,9.2,0.66
2019-09-23 16:00:00,13.5,0.0,10.56,8.76,0.56
2019-09-23 17:00:00,15.62,0.0,9.79,6.26,0.38
2019-09-23 18:00:00,18.31,0.0,9.33,4.72,-999.0
2019-09-23 19:00:00,20.0,0.0,8.48,4.13,-999.0
2019-09-23 20:00:00,22.56,0.0,7.7,3.75,-999.0
2019-09-23 21:00:00,25.62,0.0,6.86,3.54,-999.0
2019-09-23 22:00:00,28.38,0.0,5.72,3.26,-999.0
2019-09-23 23:00:00,30.06,0.0,4.77,2.91,-999.0
2019-09-24 00:00:00,30.81,0.0,4.11,2.62,-999.0
2019-09-24 01:00:00,31.31,0.0,3.73,2.45,-999.0
2019-09-24 02:00:00,31.94,0.0,3.57,2.37,-999.0
2019-09-24 03:00:00,32.88,0.0,3.49,2.33,-999.0
2019-09-24 04:00:00,34.12,0.0,3.49,2.34,-999.0
2019-09-24 05:00:00,35.56,0.0,3.54,2.36,0.44
2019-09-24 06:00:00,32.75,0.0,3.56,2.13,0.54
2019-09-24 07:00:00,26.12,0.0,3.44,2.98,0.69
2019-09-24 08:00:00,20.88,0.0,5.67,4.86,0.75
2019-09-24 09:00:00,14.88,0.0,7.01,6.12,0.78
2019-09-24 10:00:00,11.0,0.0,7.89,6.94,0.79
2019-09-24 11:00:00,9.0,0.0,8.37,7.37,0.8
2019-09-24 12:00:00,8.12,0.0,8.78,7.72,0.78
2019-09-24 13:00:00,8.06,0.0,9.14,8.02,0.77
2019-09-24 14:00:00,8.31,0.0,9.37,8.17,0.76
2019-09-24 15:00:00,8.75,0.0,9.39,8.09,0.72
2019-09-24 16:00:00,9.5,0.0,9.08,7.49,0.62
2019-09-24 17:00:00,12.25,0.0,8.21,4.47,0.41
2019-09-24 18:00:00,15.31,0.0,7.78,3.86,-999.0
2019-09-24 19:00:00,16.94,0.0,7.49,3.82,-999.0
2019-09-24 20:00:00,18.75,0.0,7.14,3.74,-999.0
2019-09-24 21:00:00,20.75,0.0,6.65,3.64,-999.0
2019-09-24 22:00:00,22.75,0.0,6.23,3.54,-999.0
2019-09-24 23:00:00,24.69,0.0,5.79,3.41,-999.0
2019-09-25 00:00:00,26.38,0.0,5.26,3.22,-999.0
2019-09-25 01:00:00,27.75,0.0,4.69,3.0,-999.0
2019-09-25 02:00:00,28.81,0.0,4.14,2.74,-999.0
2019-09-25 03:00:00,29.69,0.0,3.61,2.46,-999.0
2019-09-25 04:00:00,30.62,0.0,3.2,2.22,-999.0
2019-09-25 05:00:00,31.69,0.0,2.9,2.05,0.52
2019-09-25 06:00:00,29.81,0.0,2.71,1.76,0.63
2019-09-25 07:00:00,23.56,0.0,2.33,2.15,0.75
2019-09-25 08:00:00,13.12,0.0,3.94,3.36,0.8
2019-09-25 09:00:00,7.69,0.0,4.56,4.09,0.82
2019-09-25 10:00:00,5.5,0.0,4.95,4.45,0.8
2019-09-25 11:00:00,4.25,0.0,5.3,4.76,0.8
2019-09-25 12:00:00,3.62,0.0,5.55,4.99,0.8
2019-09-25 13:00:00,3.38,0.0,5.74,5.16,0.8
2019-09-25 14:00:00,3.31,0.0,5.9,5.3,0.79
2019-09-25 15:00:00,3.56,0.0,5.95,5.31,0.74
2019-09-25 16:00:00,4.25,0.0,5.87,4.68,0.64
2019-09-25 17:00:00,7.12,0.0,5.87,3.29,0.43
2019-09-25 18:00:00,9.25,0.0,6.53,3.73,-999.0
2019-09-25 19:00:00,11.12,0.0,6.92,3.86,-999.0
2019-09-25 20:00:00,13.62,0.0,7.0,3.86,-999.0
2019-09-25 21:00:00,16.75,0.0,6.61,3.71,-999.0
2019-09-25 22:00:00,20.0,0.0,6.02,3.52,-999.0
2019-09-25 23:00:00,22.69,0.0,5.55,3.35,-999.0
2019-09-26 00:00:00,24.38,0.0,4.96,3.12,-999.0
2019-09-26 01:00:00,25.0,0.0,4.32,2.81,-999.0
2019-09-26 02:00:00,25.44,0.0,3.87,2.58,-999.0
2019-09-26 03:00:00,26.12,0.0,3.64,2.46,-999.0
2019-09-26 04:00:00,27.0,0.0,3.54,2.41,-999.0
2019-09-26 05:00:00,28.0,0.0,3.55,2.42,0.52
2019-09-26 06:00:00,26.44,0.0,3.61,2.24,0.54
2019-09-26 07:00:00,20.81,0.0,3.17,2.82,0.68
2019-09-26 08:00:00,18.69,0.0,4.14,3.49,0.74
2019-09-26 09:00:00,16.25,0.0,5.6,4.88,0.77
2019-09-26 10:00:00,14.31,0.0,6.33,5.55,0.78
2019-09-26 11:00:00,13.12,0.0,7.09,6.22,0.77
2019-09-26 12:00:00,12.44,0.0,7.93,6.95,0.77
2019-09-26 13:00:00,12.06,0.0,8.64,7.56,0.74
2019-09-26 14:00:00,12.06,0.0,9.12,7.93,0.7
2019-09-26 15:00:00,12.5,0.0,9.36,8.01,0.62
2019-09-26 16:00:00,13.62,0.0,9.2,7.43,0.5
2019-09-26 17:00:00,17.56,0.0,8.66,4.58,0.35
2019-09-26 18:00:00,21.0,0.0,8.81,4.22,-999.0
2019-09-26 19:00:00,22.69,0.0,8.86,4.24,-999.0
2019-09-26 20:00:00,24.44,0.0,8.36,4.04,-999.0
2019-09-26 21:00:00,26.19,0.0,7.81,3.87,-999.0
2019-09-26 22:00:00,28.0,0.0,7.36,3.78,-999.0
2019-09-26 23:00:00,29.69,0.0,7.06,3.72,-999.0
2019-09-27 00:00:00,31.12,0.0,6.76,3.65,-999.0
2019-09-27 01:00:00,32.12,0.0,6.58,3.61,-999.0
2019-09-27 02:00:00,32.94,0.0,6.54,3.61,-999.0
2019-09-27 03:00:00,33.62,0.0,6.57,3.64,-999.0
2019-09-27 04:00:00,34.31,0.0,6.63,3.67,-999.0
2019-09-27 05:00:00,34.94,0.0,6.71,3.72,0.54
2019-09-27 06:00:00,30.38,0.0,6.86,3.53,0.52
2019-09-27 07:00:00,22.5,0.0,6.43,5.29,0.67
2019-09-27 08:00:00,17.19,0.0,9.16,7.54,0.74
2019-09-27 09:00:00,14.25,0.0,10.05,8.63,0.77
2019-09-27 10:00:00,11.94,0.0,10.39,8.99,0.78
2019-09-27 11:00:00,10.38,0.0,10.75,9.32,0.77
2019-09-27 12:00:00,9.56,0.0,11.09,9.61,0.76
2019-09-27 13:00:00,9.25,0.0,11.34,9.8,0.75
2019-09-27 14:00:00,9.06,0.0,11.48,9.87,0.72
2019-09-27 15:00:00,9.06,0.0,11.49,9.77,0.66
2019-09-27 16:00:00,9.56,0.0,11.1,9.04,0.54
2019-09-27 17:00:00,11.62,0.0,10.08,5.99,0.37
2019-09-27 18:00:00,14.31,0.0,9.35,4.56,-999.0
2019-09-27 19:00:00,16.06,0.0,8.63,4.2,-999.0
2019-09-27 20:00:00,18.31,0.0,7.65,3.89,-999.0
2019-09-27 21:00:00,20.62,0.0,6.73,3.66,-999.0
2019-09-27 22:00:00,22.69,0.0,6.28,3.58,-999.0
2019-09-27 23:00:00,24.69,0.0,5.99,3.51,-999.0
2019-09-28 00:00:00,26.56,0.0,5.74,3.45,-999.0
2019-09-28 01:00:00,28.25,0.0,5.68,3.44,-999.0
2019-09-28 02:00:00,29.81,0.0,5.76,3.49,-999.0
2019-09-28 03:00:00,31.25,0.0,5.86,3.54,-999.0
2019-09-28 04:00:00,32.69,0.0,5.94,3.58,-999.0
2019-09-28 05:00:00,34.06,0.0,6.06,3.62,-999.0
2019-09-28 06:00:00,29.62,0.0,6.13,3.31,0.57
2019-09-28 07:00:00,21.94,0.0,5.18,4.58,0.7
2019-09-28 08:00:00,17.31,0.0,8.48,6.69,0.77
2019-09-28 09:00:00,16.38,0.0,10.35,8.69,0.78
2019-09-28 10:00:00,15.31,0.0,10.93,9.29,0.79
2019-09-28 11:00:00,14.12,0.0,11.23,9.62,0.79
2019-09-28 12:00:00,13.12,0.0,11.3,9.7,0.78
2019-09-28 13:00:00,12.44,0.0,11.23,9.64,0.77
2019-09-28 14:00:00,12.19,0.0,11.23,9.6,0.73
2019-09-28 15:00:00,12.38,0.0,11.4,9.65,0.66
2019-09-28 16:00:00,13.56,0.0,11.23,9.14,0.54
2019-09-28 17:00:00,17.31,0.0,9.99,6.04,0.36
2019-09-28 18:00:00,21.88,0.0,8.8,4.29,-999.0
2019-09-28 19:00:00,24.44,0.0,7.81,3.85,-999.0
2019-09-28 20:00:00,26.38,0.0,7.17,3.68,-999.0
2019-09-28 21:00:00,27.94,0.0,6.93,3.63,-999.0
2019-09-28 22:00:00,29.31,0.0,7.05,3.67,-999.0
2019-09-28 23:00:00,30.62,0.0,7.06,3.66,-999.0
2019-09-29 00:00:00,32.0,0.0,6.8,3.58,-999.0
2019-09-29 01:00:00,33.5,0.0,6.34,3.43,-999.0
2019-09-29 02:00:00,34.94,0.0,5.88,3.25,-999.0
2019-09-29 03:00:00,36.12,0.0,5.46,3.07,-999.0
2019-09-29 04:00:00,36.25,0.0,5.06,2.83,-999.0
2019-09-29 05:00:00,36.88,0.01,4.61,2.62,-999.0
2019-09-29 06:00:00,33.81,0.01,4.16,2.13,0.47
2019-09-29 07:00:00,27.06,0.0,3.79,2.98,0.61
2019-09-29 08:00:00,20.25,0.0,5.86,4.73,0.7
2019-09-29 09:00:00,15.75,0.0,7.94,6.7,0.74
2019-09-29 10:00:00,13.69,0.0,9.73,8.26,0.76
2019-09-29 11:00:00,12.81,0.0,10.96,9.42,0.69
2019-09-29 12:00:00,12.12,0.0,11.4,9.84,0.65
2019-09-29 13:00:00,11.88,0.0,11.59,9.97,0.54
2019-09-29 14:00:00,11.94,0.0,11.66,9.96,0.54
2019-09-29 15:00:00,12.56,0.0,11.73,9.88,0.41
2019-09-29 16:00:00,13.75,0.0,11.67,9.41,0.37
2019-09-29 17:00:00,16.25,0.0,11.04,7.22,0.3
2019-09-29 18:00:00,18.69,0.0,10.52,5.72,-999.0
2019-09-29 19:00:00,20.56,0.0,9.48,4.69,-999.0
2019-09-29 20:00:00,22.88,0.0,8.55,4.12,-999.0
2019-09-29 21:00:00,25.19,0.0,8.11,3.98,-999.0
2019-09-29 22:00:00,27.44,0.0,8.02,3.97,-999.0
2019-09-29 23:00:00,29.62,0.0,7.81,3.91,-999.0
2019-09-30 00:00:00,31.69,0.0,7.45,3.82,-999.0
2019-09-30 01:00:00,33.75,0.0,7.12,3.73,-999.0
2019-09-30 02:00:00,35.75,0.0,6.77,3.64,-999.0
2019-09-30 03:00:00,37.5,0.0,6.3,3.48,-999.0
2019-09-30 04:00:00,39.06,0.0,5.71,3.29,-999.0
2019-09-30 05:00:00,40.5,0.0,5.2,3.09,-999.0
2019-09-30 06:00:00,36.62,0.0,4.98,2.68,0.48
2019-09-30 07:00:00,28.06,0.0,4.55,3.82,0.64
2019-09-30 08:00:00,20.44,0.0,6.3,5.32,0.72
2019-09-30 09:00:00,16.75,0.0,7.86,6.7,0.76
2019-09-30 10:00:00,14.81,0.0,9.24,7.92,0.77
2019-09-30 11:00:00,13.44,0.0,10.06,8.68,0.78
2019-09-30 12:00:00,12.38,0.0,10.58,9.16,0.77
2019-09-30 13:00:00,11.81,0.0,10.9,9.42,0.76
2019-09-30 14:00:00,11.88,0.0,10.98,9.44,0.72
2019-09-30 15:00:00,12.44,0.0,10.94,9.3,0.66
2019-09-30 16:00:00,13.81,0.0,10.61,8.62,0.55
2019-09-30 17:00:00,17.56,0.0,9.78,5.8,0.38
2019-09-30 18:00:00,21.5,0.0,9.18,4.57,-999.0
2019-09-30 19:00:00,24.19,0.0,8.14,3.98,-999.0
2019-09-30 20:00:00,27.0,0.0,7.26,3.61,-999.0
2019-09-30 21:00:00,29.69,0.0,6.4,3.39,-999.0
2019-09-30 22:00:00,32.25,0.0,5.67,3.21,-999.0
2019-09-30 23:00:00,34.69,0.0,4.95,2.97,-999.0
2019-10-01 00:00:00,36.62,0.0,4.41,2.77,-999.0
2019-10-01 01:00:00,38.12,0.0,4.11,2.66,-999.0
2019-10-01 02:00:00,39.44,0.0,3.93,2.58,-999.0
2019-10-01 03:00:00,40.75,0.0,3.79,2.52,-999.0
2019-10-01 04:00:00,41.81,0.0,3.67,2.47,-999.0
2019-10-01 05:00:00,42.69,0.0,3.52,2.39,-999.0
2019-10-01 06:00:00,40.25,0.0,3.3,2.12,0.55
2019-10-01 07:00:00,31.56,0.0,2.69,2.38,0.7
2019-10-01 08:00:00,21.06,0.0,3.4,2.96,0.77
2019-10-01 09:00:00,13.25,0.0,4.33,3.86,0.79
2019-10-01 10:00:00,9.69,0.0,5.35,4.75,0.8
2019-10-01 11:00:00,7.44,0.0,6.44,5.69,0.8
2019-10-01 12:00:00,6.06,0.0,7.58,6.66,0.8
2019-10-01 13:00:00,5.25,0.0,8.5,7.42,0.77
2019-10-01 14:00:00,4.94,0.0,9.12,7.87,0.77
2019-10-01 15:00:00,5.38,0.0,9.54,8.08,0.71
2019-10-01 16:00:00,7.12,0.0,9.5,7.44,0.59
2019-10-01 17:00:00,11.5,0.0,9.28,4.96,0.39
2019-10-01 18:00:00,15.25,0.0,9.26,4.53,-999.0
2019-10-01 19:00:00,17.88,0.0,8.83,4.32,-999.0
2019-10-01 20:00:00,20.62,0.0,8.0,4.07,-999.0
2019-10-01 21:00:00,23.06,0.0,7.38,3.89,-999.0
2019-10-01 22:00:00,25.0,0.0,6.95,3.78,-999.0
2019-10-01 23:00:00,26.5,0.0,6.61,3.69,-999.0
2019-10-02 00:00:00,28.0,0.0,6.34,3.62,-999.0
2019-10-02 01:00:00,29.44,0.0,6.16,3.58,-999.0
2019-10-02 02:00:00,30.69,0.0,5.93,3.52,-999.0
2019-10-02 03:00:00,31.19,0.0,5.52,3.36,-999.0
2019-10-02 04:00:00,30.88,0.0,5.11,3.16,-999.0
2019-10-02 05:00:00,30.56,0.0,4.73,2.97,-999.0
2019-10-02 06:00:00,27.56,0.0,4.44,2.56,0.39
2019-10-02 07:00:00,21.38,0.0,3.67,3.18,0.53
2019-10-02 08:00:00,17.19,0.0,5.86,4.86,0.56
2019-10-02 09:00:00,15.25,0.0,6.91,6.04,0.55
2019-10-02 10:00:00,13.94,0.0,7.11,6.25,0.7
2019-10-02 11:00:00,12.56,0.0,7.43,6.55,0.74
2019-10-02 12:00:00,11.38,0.0,7.88,6.97,0.75
2019-10-02 13:00:00,10.38,0.0,8.24,7.26,0.63
2019-10-02 14:00:00,9.88,0.0,8.32,7.26,0.65
2019-10-02 15:00:00,10.0,0.0,8.07,6.96,0.58
2019-10-02 16:00:00,10.75,0.0,7.36,5.92,0.52
2019-10-02 17:00:00,14.44,0.0,6.02,3.27,0.38
2019-10-02 18:00:00,16.88,0.0,5.19,3.03,-999.0
2019-10-02 19:00:00,19.88,0.0,4.54,2.75,-999.0
2019-10-02 20:00:00,25.19,0.0,3.85,2.42,-999.0
2019-10-02 21:00:00,31.62,0.0,3.12,2.05,-999.0
2019-10-02 22:00:00,37.19,0.0,2.53,1.72,-999.0
2019-10-02 23:00:00,40.5,0.0,2.44,1.66,-999.0
2019-10-03 00:00:00,42.19,0.0,2.49,1.7,-999.0
2019-10-03 01:00:00,43.06,0.0,2.46,1.69,-999.0
