datetime,RH2M,PRECTOTCORR,WS50M,WS10M,ALLSKY_KT
2020-10-20 23:00:00,100.0,0.0,3.96,2.41,-999.0
2020-10-21 00:00:00,98.44,0.0,3.9,2.45,-999.0
2020-10-21 01:00:00,93.19,0.0,3.8,2.45,-999.0
2020-10-21 02:00:00,89.31,0.0,3.66,2.41,-999.0
2020-10-21 03:00:00,88.69,0.0,3.71,2.47,-999.0
2020-10-21 04:00:00,90.5,0.0,3.93,2.6,-999.0
2020-10-21 05:00:00,94.0,0.0,4.44,2.84,-999.0
2020-10-21 06:00:00,93.19,0.0,4.68,2.87,0.5
2020-10-21 07:00:00,68.81,0.0,4.25,3.43,0.7
2020-10-21 08:00:00,50.06,0.0,3.86,3.49,0.77
2020-10-21 09:00:00,28.56,0.0,3.91,3.65,0.8
2020-10-21 10:00:00,16.19,0.0,2.5,2.42,0.82
2020-10-21 11:00:00,9.25,0.0,1.37,1.04,0.81
2020-10-21 12:00:00,7.25,0.0,1.47,1.1,0.8
2020-10-21 13:00:00,6.31,0.0,1.86,1.58,0.77
2020-10-21 14:00:00,5.94,0.0,2.24,2.01,0.72
2020-10-21 15:00:00,5.94,0.0,2.48,2.29,0.62
2020-10-21 16:00:00,11.19,0.0,3.05,1.95,0.45
2020-10-21 17:00:00,15.06,0.0,5.04,3.08,-999.0
2020-10-21 18:00:00,24.31,0.0,7.49,4.62,-999.0
2020-10-21 19:00:00,42.81,0.0,8.8,5.53,-999.0
2020-10-21 20:00:00,62.69,0.0,8.66,5.63,-999.0
2020-10-21 21:00:00,79.31,0.0,7.46,4.5,-999.0
2020-10-21 22:00:00,91.69,0.0,6.42,3.45,-999.0
2020-10-21 23:00:00,99.75,0.0,5.94,3.14,-999.0
2020-10-22 00:00:00,100.0,0.0,5.81,3.06,-999.0
2020-10-22 01:00:00,100.0,0.0,5.82,3.26,-999.0
2020-10-22 02:00:00,98.69,0.0,5.62,3.82,-999.0
2020-10-22 03:00:00,99.31,0.0,5.35,3.71,-999.0
2020-10-22 04:00:00,100.0,0.0,4.94,3.38,-999.0
2020-10-22 05:00:00,100.0,0.0,4.59,3.32,-999.0
2020-10-22 06:00:00,98.06,0.0,4.3,2.97,0.47
2020-10-22 07:00:00,81.19,0.0,3.63,3.25,0.66
2020-10-22 08:00:00,55.62,0.0,3.96,3.43,0.73
2020-10-22 09:00:00,29.12,0.0,4.68,4.25,0.77
2020-10-22 10:00:00,20.5,0.0,3.8,3.61,0.79
2020-10-22 11:00:00,16.56,0.0,2.32,2.33,0.77
2020-10-22 12:00:00,14.38,0.0,0.63,0.81,0.77
2020-10-22 13:00:00,12.88,0.0,0.97,0.85,0.77
2020-10-22 14:00:00,12.12,0.0,1.98,1.76,0.73
2020-10-22 15:00:00,12.12,0.0,2.95,2.61,0.66
2020-10-22 16:00:00,16.31,0.0,3.71,2.32,0.46
2020-10-22 17:00:00,21.44,0.0,4.4,2.79,-999.0
2020-10-22 18:00:00,24.5,0.0,4.73,3.0,-999.0
2020-10-22 19:00:00,28.31,0.0,4.85,3.05,-999.0
2020-10-22 20:00:00,34.31,0.0,4.97,3.08,-999.0
2020-10-22 21:00:00,43.56,0.0,4.99,3.04,-999.0
2020-10-22 22:00:00,55.75,0.0,4.6,2.85,-999.0
2020-10-22 23:00:00,68.38,0.0,3.88,2.48,-999.0
2020-10-23 00:00:00,79.69,0.0,3.38,2.19,-999.0
2020-10-23 01:00:00,89.44,0.0,3.0,1.94,-999.0
2020-10-23 02:00:00,97.56,0.0,2.76,1.81,-999.0
2020-10-23 03:00:00,100.0,0.0,2.68,1.79,-999.0
2020-10-23 04:00:00,100.0,0.0,2.79,1.85,-999.0
2020-10-23 05:00:00,100.0,0.0,2.91,1.83,-999.0
2020-10-23 06:00:00,97.12,0.0,2.79,2.28,0.49
2020-10-23 07:00:00,86.75,0.0,2.35,2.19,0.69
2020-10-23 08:00:00,69.06,0.0,2.06,1.9,0.76
2020-10-23 09:00:00,40.62,0.0,2.5,2.21,0.79
2020-10-23 10:00:00,21.56,0.0,2.65,2.42,0.8
2020-10-23 11:00:00,16.88,0.0,2.48,2.29,0.8
2020-10-23 12:00:00,14.56,0.0,2.39,2.25,0.8
2020-10-23 13:00:00,13.38,0.0,2.38,2.25,0.77
2020-10-23 14:00:00,13.06,0.0,2.5,2.38,0.73
2020-10-23 15:00:00,13.56,0.0,2.76,2.58,0.64
2020-10-23 16:00:00,17.81,0.0,3.15,2.12,0.44
2020-10-23 17:00:00,23.56,0.0,3.88,2.52,-999.0
2020-10-23 18:00:00,27.81,0.0,4.88,3.02,-999.0
2020-10-23 19:00:00,34.75,0.0,5.76,3.38,-999.0
2020-10-23 20:00:00,44.12,0.0,6.09,3.39,-999.0
2020-10-23 21:00:00,54.56,0.0,5.81,3.14,-999.0
2020-10-23 22:00:00,64.19,0.0,5.05,2.85,-999.0
2020-10-23 23:00:00,71.5,0.0,4.09,2.51,-999.0
2020-10-24 00:00:00,75.69,0.0,3.36,2.19,-999.0
2020-10-24 01:00:00,77.94,0.0,2.88,1.95,-999.0
2020-10-24 02:00:00,79.56,0.0,2.58,1.79,-999.0
2020-10-24 03:00:00,80.94,0.0,2.44,1.71,-999.0
2020-10-24 04:00:00,82.0,0.0,2.4,1.7,-999.0
2020-10-24 05:00:00,82.94,0.0,2.46,1.74,-999.0
2020-10-24 06:00:00,81.62,0.0,2.51,1.74,0.51
2020-10-24 07:00:00,65.12,0.0,2.33,2.03,0.69
2020-10-24 08:00:00,45.75,0.0,2.93,2.48,0.76
2020-10-24 09:00:00,26.69,0.0,4.28,3.89,0.79
2020-10-24 10:00:00,21.38,0.0,4.02,3.73,0.8
2020-10-24 11:00:00,18.5,0.0,3.59,3.38,0.79
2020-10-24 12:00:00,16.69,0.0,3.16,3.0,0.78
2020-10-24 13:00:00,15.62,0.0,2.77,2.64,0.77
2020-10-24 14:00:00,15.31,0.0,2.4,2.3,0.74
2020-10-24 15:00:00,15.75,0.0,2.13,2.03,0.66
2020-10-24 16:00:00,20.62,0.0,2.23,1.51,0.36
2020-10-24 17:00:00,23.12,0.0,2.85,1.99,-999.0
2020-10-24 18:00:00,25.56,0.0,3.55,2.41,-999.0
2020-10-24 19:00:00,28.56,0.0,4.07,2.7,-999.0
2020-10-24 20:00:00,32.62,0.0,4.47,2.91,-999.0
2020-10-24 21:00:00,37.75,0.0,4.66,2.98,-999.0
2020-10-24 22:00:00,43.75,0.0,4.61,2.95,-999.0
2020-10-24 23:00:00,49.25,0.0,4.34,2.8,-999.0
2020-10-25 00:00:00,53.0,0.0,3.96,2.6,-999.0
2020-10-25 01:00:00,54.62,0.0,3.5,2.35,-999.0
2020-10-25 02:00:00,54.31,0.0,3.0,2.07,-999.0
2020-10-25 03:00:00,53.12,0.0,2.6,1.84,-999.0
2020-10-25 04:00:00,52.38,0.0,2.4,1.71,-999.0
2020-10-25 05:00:00,52.88,0.0,2.39,1.72,-999.0
2020-10-25 06:00:00,53.0,0.0,2.43,1.72,0.47
2020-10-25 07:00:00,43.69,0.0,2.31,1.83,0.66
2020-10-25 08:00:00,35.0,0.0,1.89,1.79,0.73
2020-10-25 09:00:00,21.5,0.0,2.05,1.92,0.78
2020-10-25 10:00:00,15.75,0.0,1.31,1.27,0.79
2020-10-25 11:00:00,13.44,0.0,0.8,0.74,0.8
2020-10-25 12:00:00,11.88,0.0,0.62,0.5,0.79
2020-10-25 13:00:00,10.75,0.0,0.59,0.44,0.78
2020-10-25 14:00:00,10.25,0.0,0.46,0.29,0.74
2020-10-25 15:00:00,10.25,0.0,0.2,0.12,0.66
2020-10-25 16:00:00,14.12,0.0,0.7,0.53,0.48
2020-10-25 17:00:00,15.38,0.0,1.85,1.37,-999.0
2020-10-25 18:00:00,17.19,0.0,2.78,1.98,-999.0
2020-10-25 19:00:00,19.5,0.0,3.46,2.39,-999.0
2020-10-25 20:00:00,22.5,0.0,4.1,2.75,-999.0
2020-10-25 21:00:00,26.25,0.0,4.57,2.97,-999.0
2020-10-25 22:00:00,30.38,0.0,4.7,3.01,-999.0
2020-10-25 23:00:00,33.62,0.0,4.35,2.81,-999.0
2020-10-26 00:00:00,35.06,0.0,3.64,2.42,-999.0
2020-10-26 01:00:00,34.5,0.0,2.88,1.98,-999.0
2020-10-26 02:00:00,33.44,0.0,2.32,1.62,-999.0
2020-10-26 03:00:00,32.56,0.0,1.95,1.38,-999.0
2020-10-26 04:00:00,32.12,0.0,1.75,1.26,-999.0
2020-10-26 05:00:00,31.94,0.0,1.71,1.23,-999.0
2020-10-26 06:00:00,31.25,0.0,1.72,1.25,0.45
2020-10-26 07:00:00,26.38,0.0,1.67,1.3,0.65
2020-10-26 08:00:00,20.12,0.0,1.4,1.31,0.73
2020-10-26 09:00:00,12.75,0.0,1.95,1.74,0.77
2020-10-26 10:00:00,10.38,0.0,2.29,2.08,0.79
2020-10-26 11:00:00,9.5,0.0,2.72,2.49,0.8
2020-10-26 12:00:00,8.81,0.0,3.25,2.99,0.8
2020-10-26 13:00:00,8.06,0.0,3.81,3.5,0.77
2020-10-26 14:00:00,7.62,0.0,4.33,3.97,0.73
2020-10-26 15:00:00,7.5,0.0,4.82,4.33,0.64
2020-10-26 16:00:00,10.56,0.0,5.44,3.16,0.44
2020-10-26 17:00:00,13.81,0.0,6.36,3.58,-999.0
2020-10-26 18:00:00,14.56,0.0,6.87,3.75,-999.0
2020-10-26 19:00:00,15.56,0.0,6.93,3.77,-999.0
2020-10-26 20:00:00,17.12,0.0,6.73,3.73,-999.0
2020-10-26 21:00:00,19.25,0.0,6.29,3.59,-999.0
2020-10-26 22:00:00,22.25,0.0,5.99,3.47,-999.0
2020-10-26 23:00:00,26.12,0.0,5.61,3.31,-999.0
2020-10-27 00:00:00,30.06,0.0,5.06,3.08,-999.0
2020-10-27 01:00:00,33.12,0.0,4.7,2.93,-999.0
2020-10-27 02:00:00,35.56,0.0,4.6,2.89,-999.0
2020-10-27 03:00:00,37.25,0.0,4.55,2.87,-999.0
2020-10-27 04:00:00,38.19,0.0,4.45,2.83,-999.0
2020-10-27 05:00:00,38.81,0.0,4.19,2.72,-999.0
2020-10-27 06:00:00,38.75,0.0,3.92,2.56,0.47
2020-10-27 07:00:00,30.5,0.0,3.43,2.64,0.66
2020-10-27 08:00:00,24.81,0.0,2.57,2.41,0.74
2020-10-27 09:00:00,18.25,0.0,2.75,2.53,0.78
2020-10-27 10:00:00,13.88,0.0,2.03,1.94,0.8
2020-10-27 11:00:00,11.75,0.0,1.48,1.43,0.77
2020-10-27 12:00:00,10.75,0.0,1.16,1.13,0.77
2020-10-27 13:00:00,10.25,0.0,1.02,0.99,0.74
2020-10-27 14:00:00,10.12,0.0,0.97,0.94,0.69
2020-10-27 15:00:00,10.44,0.0,1.04,0.99,0.59
2020-10-27 16:00:00,14.44,0.0,1.46,1.04,0.4
2020-10-27 17:00:00,17.06,0.0,2.52,1.73,-999.0
2020-10-27 18:00:00,22.62,0.0,4.21,2.69,-999.0
2020-10-27 19:00:00,34.06,0.0,5.85,3.46,-999.0
2020-10-27 20:00:00,52.31,0.0,6.77,3.74,-999.0
2020-10-27 21:00:00,73.38,0.0,6.73,3.55,-999.0
2020-10-27 22:00:00,91.19,0.0,6.07,3.09,-999.0
2020-10-27 23:00:00,100.0,0.0,5.24,2.84,-999.0
2020-10-28 00:00:00,100.0,0.0,4.68,2.72,-999.0
2020-10-28 01:00:00,100.0,0.0,4.38,2.66,-999.0
2020-10-28 02:00:00,100.0,0.0,4.15,2.59,-999.0
2020-10-28 03:00:00,100.0,0.0,4.09,2.59,-999.0
2020-10-28 04:00:00,100.0,0.0,4.15,2.64,-999.0
2020-10-28 05:00:00,100.0,0.0,4.31,2.73,-999.0
2020-10-28 06:00:00,100.0,0.0,4.37,2.72,0.43
2020-10-28 07:00:00,77.94,0.0,3.97,3.2,0.62
2020-10-28 08:00:00,55.62,0.0,3.95,3.46,0.7
2020-10-28 09:00:00,27.12,0.0,5.57,4.99,0.76
2020-10-28 10:00:00,18.19,0.0,5.06,4.66,0.77
2020-10-28 11:00:00,14.75,0.0,4.35,4.05,0.75
2020-10-28 12:00:00,13.0,0.0,3.75,3.52,0.75
2020-10-28 13:00:00,11.94,0.0,3.36,3.18,0.73
2020-10-28 14:00:00,11.5,0.0,3.15,3.0,0.68
2020-10-28 15:00:00,11.75,0.0,3.27,3.09,0.59
2020-10-28 16:00:00,16.38,0.0,4.31,2.55,0.4
2020-10-28 17:00:00,21.81,0.0,6.13,3.5,-999.0
2020-10-28 18:00:00,25.12,0.0,7.43,3.85,-999.0
2020-10-28 19:00:00,30.75,0.0,7.75,3.92,-999.0
2020-10-28 20:00:00,37.12,0.0,7.57,3.79,-999.0
2020-10-28 21:00:00,40.94,0.0,7.12,3.56,-999.0
2020-10-28 22:00:00,43.69,0.0,6.4,3.21,-999.0
2020-10-28 23:00:00,46.5,0.0,5.41,2.95,-999.0
2020-10-29 00:00:00,47.38,0.0,4.7,2.72,-999.0
2020-10-29 01:00:00,47.31,0.0,4.19,2.52,-999.0
2020-10-29 02:00:00,48.0,0.0,3.85,2.41,-999.0
2020-10-29 03:00:00,49.94,0.0,3.83,2.46,-999.0
2020-10-29 04:00:00,52.56,0.0,4.0,2.6,-999.0
2020-10-29 05:00:00,54.88,0.0,4.21,2.73,-999.0
2020-10-29 06:00:00,55.25,0.0,4.22,2.7,0.42
2020-10-29 07:00:00,42.5,0.0,3.9,2.89,0.62
2020-10-29 08:00:00,33.0,0.0,3.59,3.13,0.7
2020-10-29 09:00:00,20.69,0.0,4.14,3.84,0.75
2020-10-29 10:00:00,15.38,0.0,2.54,2.42,0.77
2020-10-29 11:00:00,12.88,0.0,1.41,1.28,0.78
2020-10-29 12:00:00,11.5,0.0,0.83,0.61,0.77
2020-10-29 13:00:00,10.62,0.0,0.93,0.73,0.76
2020-10-29 14:00:00,10.25,0.0,1.3,1.17,0.72
2020-10-29 15:00:00,10.5,0.0,1.63,1.51,0.63
2020-10-29 16:00:00,14.69,0.0,2.01,1.4,0.38
2020-10-29 17:00:00,16.25,0.0,2.51,1.79,-999.0
2020-10-29 18:00:00,17.75,0.0,2.79,1.96,-999.0
2020-10-29 19:00:00,19.38,0.0,2.89,2.02,-999.0
2020-10-29 20:00:00,21.5,0.0,3.05,2.11,-999.0
2020-10-29 21:00:00,24.81,0.0,3.4,2.29,-999.0
2020-10-29 22:00:00,29.19,0.0,3.61,2.4,-999.0
2020-10-29 23:00:00,33.19,0.0,3.41,2.29,-999.0
2020-10-30 00:00:00,35.19,0.0,2.81,1.95,-999.0
2020-10-30 01:00:00,35.38,0.0,2.08,1.5,-999.0
2020-10-30 02:00:00,35.5,0.0,1.48,1.08,-999.0
2020-10-30 03:00:00,35.69,0.0,1.28,0.95,-999.0
2020-10-30 04:00:00,35.88,0.0,1.5,1.12,-999.0
2020-10-30 05:00:00,36.38,0.0,1.76,1.31,-999.0
2020-10-30 06:00:00,36.12,0.0,1.86,1.37,0.44
2020-10-30 07:00:00,31.19,0.0,1.78,1.39,0.62
2020-10-30 08:00:00,24.75,0.0,1.44,1.39,0.7
2020-10-30 09:00:00,17.5,0.0,1.66,1.46,0.73
2020-10-30 10:00:00,15.56,0.0,1.76,1.63,0.77
2020-10-30 11:00:00,15.0,0.0,1.71,1.59,0.77
2020-10-30 12:00:00,14.44,0.0,1.86,1.72,0.77
2020-10-30 13:00:00,14.0,0.0,2.11,1.95,0.76
2020-10-30 14:00:00,13.88,0.0,2.29,2.11,0.7
2020-10-30 15:00:00,14.44,0.0,2.32,2.11,0.58
2020-10-30 16:00:00,18.81,0.0,2.26,1.53,0.38
2020-10-30 17:00:00,21.12,0.0,2.26,1.62,-999.0
2020-10-30 18:00:00,23.12,0.0,2.32,1.67,-999.0
2020-10-30 19:00:00,25.5,0.0,2.28,1.66,-999.0
2020-10-30 20:00:00,27.62,0.0,2.02,1.48,-999.0
2020-10-30 21:00:00,29.5,0.0,1.6,1.19,-999.0
2020-10-30 22:00:00,30.94,0.0,1.12,0.85,-999.0
2020-10-30 23:00:00,32.0,0.0,0.74,0.58,-999.0
2020-10-31 00:00:00,32.5,0.0,0.51,0.41,-999.0
2020-10-31 01:00:00,32.88,0.0,0.5,0.4,-999.0
2020-10-31 02:00:00,33.31,0.0,0.51,0.41,-999.0
2020-10-31 03:00:00,33.81,0.0,0.57,0.45,-999.0
2020-10-31 04:00:00,34.69,0.0,0.83,0.65,-999.0
2020-10-31 05:00:00,36.06,0.0,1.35,1.01,-999.0
2020-10-31 06:00:00,36.38,0.0,1.74,1.29,0.45
2020-10-31 07:00:00,31.69,0.0,1.91,1.39,0.63
2020-10-31 08:00:00,24.94,0.0,1.76,1.6,0.72
2020-10-31 09:00:00,19.56,0.0,2.83,2.48,0.77
2020-10-31 10:00:00,16.56,0.0,2.69,2.48,0.78
2020-10-31 11:00:00,14.06,0.0,2.52,2.3,0.79
2020-10-31 12:00:00,12.0,0.0,2.5,2.24,0.79
2020-10-31 13:00:00,10.5,0.0,2.6,2.29,0.77
2020-10-31 14:00:00,9.56,0.0,2.7,2.37,0.73
2020-10-31 15:00:00,9.19,0.0,2.77,2.42,0.62
2020-10-31 16:00:00,12.75,0.0,2.55,1.72,0.42
2020-10-31 17:00:00,13.94,0.0,2.61,1.81,-999.0
2020-10-31 18:00:00,14.94,0.0,3.15,2.13,-999.0
2020-10-31 19:00:00,16.44,0.0,3.81,2.52,-999.0
2020-10-31 20:00:00,18.06,0.0,4.35,2.85,-999.0
2020-10-31 21:00:00,19.44,0.0,4.49,2.94,-999.0
2020-10-31 22:00:00,20.25,0.0,4.15,2.78,-999.0
2020-10-31 23:00:00,20.81,0.0,3.65,2.51,-999.0
2020-11-01 00:00:00,21.12,0.0,3.16,2.23,-999.0
2020-11-01 01:00:00,21.5,0.0,2.82,2.03,-999.0
2020-11-01 02:00:00,22.12,0.0,2.65,1.92,-999.0
2020-11-01 03:00:00,22.44,0.0,2.47,1.8,-999.0
2020-11-01 04:00:00,22.88,0.0,2.29,1.68,-999.0
2020-11-01 05:00:00,24.0,0.0,2.32,1.69,-999.0
2020-11-01 06:00:00,25.12,0.0,2.45,1.76,0.46
2020-11-01 07:00:00,23.75,0.0,2.47,1.65,0.66
2020-11-01 08:00:00,18.81,0.0,2.13,1.98,0.73
2020-11-01 09:00:00,14.12,0.0,4.08,3.44,0.77
2020-11-01 10:00:00,10.94,0.0,4.48,4.06,0.77
2020-11-01 11:00:00,9.38,0.0,4.46,4.07,0.75
2020-11-01 12:00:00,8.62,0.0,4.65,4.24,0.74
2020-11-01 13:00:00,8.56,0.0,4.96,4.51,0.74
2020-11-01 14:00:00,9.12,0.0,5.2,4.68,0.67
2020-11-01 15:00:00,10.38,0.0,5.26,4.58,0.57
2020-11-01 16:00:00,14.56,0.0,5.09,2.89,0.39
2020-11-01 17:00:00,18.44,0.0,4.99,2.97,-999.0
2020-11-01 18:00:00,19.94,0.0,4.88,2.95,-999.0
2020-11-01 19:00:00,21.44,0.0,4.79,2.93,-999.0
2020-11-01 20:00:00,23.0,0.0,4.73,2.91,-999.0
2020-11-01 21:00:00,24.62,0.0,4.63,2.88,-999.0
2020-11-01 22:00:00,26.31,0.0,4.43,2.79,-999.0
2020-11-01 23:00:00,28.06,0.0,4.19,2.67,-999.0
2020-11-02 00:00:00,29.19,0.0,3.78,2.48,-999.0
2020-11-02 01:00:00,29.69,0.0,3.31,2.23,-999.0
2020-11-02 02:00:00,29.94,0.0,2.93,2.01,-999.0
2020-11-02 03:00:00,30.06,0.0,2.64,1.84,-999.0
2020-11-02 04:00:00,30.12,0.0,2.4,1.69,-999.0
2020-11-02 05:00:00,29.94,0.0,2.13,1.51,-999.0
2020-11-02 06:00:00,29.94,0.0,1.92,1.37,0.42
2020-11-02 07:00:00,28.19,0.0,1.74,1.18,0.62
2020-11-02 08:00:00,24.44,0.0,1.37,1.29,0.7
2020-11-02 09:00:00,21.69,0.0,2.0,1.65,0.75
2020-11-02 10:00:00,19.19,0.0,2.67,2.44,0.76
2020-11-02 11:00:00,17.19,0.0,2.61,2.43,0.77
2020-11-02 12:00:00,16.19,0.0,2.51,2.35,0.73
2020-11-02 13:00:00,16.12,0.0,2.38,2.22,0.72
2020-11-02 14:00:00,16.69,0.0,2.21,2.05,0.65
2020-11-02 15:00:00,18.69,0.0,1.92,1.49,0.57
2020-11-02 16:00:00,22.12,0.0,1.92,1.32,0.39
2020-11-02 17:00:00,23.06,0.0,2.14,1.52,-999.0
2020-11-02 18:00:00,24.25,0.0,2.32,1.64,-999.0
2020-11-02 19:00:00,25.19,0.0,2.32,1.63,-999.0
2020-11-02 20:00:00,25.81,0.0,2.1,1.5,-999.0
2020-11-02 21:00:00,26.12,0.0,1.73,1.26,-999.0
2020-11-02 22:00:00,26.31,0.0,1.31,0.98,-999.0
2020-11-02 23:00:00,27.0,0.0,0.88,0.66,-999.0
2020-11-03 00:00:00,27.44,0.0,0.69,0.53,-999.0
2020-11-03 01:00:00,27.5,0.0,0.88,0.67,-999.0
2020-11-03 02:00:00,27.88,0.0,1.19,0.89,-999.0
2020-11-03 03:00:00,28.19,0.0,1.43,1.06,-999.0
2020-11-03 04:00:00,28.69,0.0,1.52,1.13,-999.0
2020-11-03 05:00:00,29.0,0.0,1.48,1.1,-999.0
2020-11-03 06:00:00,29.38,0.0,1.29,0.97,0.35
2020-11-03 07:00:00,28.0,0.0,1.22,0.86,0.5
2020-11-03 08:00:00,23.44,0.0,0.98,0.89,0.58
2020-11-03 09:00:00,18.62,0.0,1.12,0.99,0.67
2020-11-03 10:00:00,16.44,0.0,1.78,1.58,0.69
2020-11-03 11:00:00,15.38,0.0,2.45,2.2,0.73
2020-11-03 12:00:00,15.19,0.0,3.02,2.73,0.72
2020-11-03 13:00:00,15.75,0.0,3.29,2.99,0.62
2020-11-03 14:00:00,16.88,0.0,3.46,3.15,0.55
2020-11-03 15:00:00,18.69,0.0,3.98,3.55,0.46
2020-11-03 16:00:00,23.5,0.0,4.65,2.74,0.35
2020-11-03 17:00:00,28.38,0.0,4.76,2.64,-999.0
2020-11-03 18:00:00,31.06,0.0,4.14,2.49,-999.0
2020-11-03 19:00:00,32.75,0.0,3.19,2.04,-999.0
2020-11-03 20:00:00,33.88,0.0,2.15,1.48,-999.0
2020-11-03 21:00:00,34.5,0.0,1.34,0.97,-999.0
2020-11-03 22:00:00,35.25,0.0,0.7,0.49,-999.0
2020-11-03 23:00:00,36.06,0.0,0.1,0.11,-999.0
2020-11-04 00:00:00,37.38,0.0,0.68,0.52,-999.0
2020-11-04 01:00:00,39.44,0.0,1.29,0.9,-999.0
2020-11-04 02:00:00,40.81,0.0,1.71,1.15,-999.0
2020-11-04 03:00:00,42.62,0.0,1.91,1.27,-999.0
2020-11-04 04:00:00,45.12,0.0,1.94,1.31,-999.0
2020-11-04 05:00:00,47.31,0.0,2.19,1.46,-999.0
2020-11-04 06:00:00,48.75,0.0,2.81,1.82,0.31
2020-11-04 07:00:00,41.88,0.0,3.06,2.18,0.52
2020-11-04 08:00:00,33.81,0.0,2.66,2.54,0.59
2020-11-04 09:00:00,28.5,0.0,2.12,2.12,0.66
2020-11-04 10:00:00,24.31,0.0,2.39,2.24,0.72
2020-11-04 11:00:00,21.44,0.0,2.65,2.39,0.76
2020-11-04 12:00:00,19.88,0.0,2.5,2.18,0.73
2020-11-04 13:00:00,19.19,0.0,2.02,1.71,0.66
2020-11-04 14:00:00,19.19,0.0,1.42,1.15,0.66
2020-11-04 15:00:00,19.81,0.0,0.78,0.6,0.59
2020-11-04 16:00:00,23.12,0.0,0.8,0.59,0.4
2020-11-04 17:00:00,25.62,0.0,2.34,1.62,-999.0
2020-11-04 18:00:00,27.62,0.0,3.75,2.44,-999.0
2020-11-04 19:00:00,28.19,0.0,5.0,3.0,-999.0
2020-11-04 20:00:00,27.44,0.0,6.18,3.36,-999.0
2020-11-04 21:00:00,27.25,0.0,6.97,3.5,-999.0
2020-11-04 22:00:00,28.75,0.0,6.92,3.47,-999.0
2020-11-04 23:00:00,31.06,0.0,6.29,3.34,-999.0
2020-11-05 00:00:00,32.75,0.0,5.74,3.23,-999.0
2020-11-05 01:00:00,33.56,0.0,5.52,3.22,-999.0
2020-11-05 02:00:00,33.69,0.0,5.32,3.18,-999.0
2020-11-05 03:00:00,33.81,0.0,5.11,3.1,-999.0
2020-11-05 04:00:00,34.38,0.0,4.97,3.06,-999.0
2020-11-05 05:00:00,34.81,0.0,4.77,2.96,-999.0
2020-11-05 06:00:00,35.12,0.0,4.68,2.88,0.37
2020-11-05 07:00:00,29.31,0.0,4.57,2.9,0.53
2020-11-05 08:00:00,24.56,0.0,3.72,3.41,0.65
2020-11-05 09:00:00,20.25,0.0,3.57,3.19,0.69
2020-11-05 10:00:00,19.25,0.0,3.35,2.91,0.72
2020-11-05 11:00:00,19.0,0.0,3.24,2.79,0.75
2020-11-05 12:00:00,18.5,0.0,3.27,2.8,0.73
2020-11-05 13:00:00,18.12,0.0,3.31,2.82,0.69
2020-11-05 14:00:00,18.12,0.0,3.36,2.87,0.63
2020-11-05 15:00:00,18.88,0.0,3.28,2.79,0.52
2020-11-05 16:00:00,23.19,0.0,2.48,1.61,0.38
2020-11-05 17:00:00,26.06,0.0,2.0,1.37,-999.0
2020-11-05 18:00:00,27.81,0.0,2.93,1.81,-999.0
2020-11-05 19:00:00,30.31,0.0,4.4,2.73,-999.0
2020-11-05 20:00:00,32.75,0.0,5.43,3.19,-999.0
2020-11-05 21:00:00,34.12,0.0,5.87,3.23,-999.0
2020-11-05 22:00:00,35.88,0.0,5.81,3.19,-999.0
2020-11-05 23:00:00,37.69,0.0,5.61,3.12,-999.0
2020-11-06 00:00:00,39.0,0.0,5.45,3.07,-999.0
2020-11-06 01:00:00,40.06,0.0,5.3,3.0,-999.0
2020-11-06 02:00:00,41.0,0.0,5.03,2.87,-999.0
2020-11-06 03:00:00,42.44,0.0,4.71,2.72,-999.0
2020-11-06 04:00:00,44.62,0.0,4.4,2.61,-999.0
2020-11-06 05:00:00,47.06,0.0,4.16,2.56,-999.0
2020-11-06 06:00:00,49.88,0.0,4.08,2.55,0.33
2020-11-06 07:00:00,42.88,0.0,3.95,2.68,0.47
2020-11-06 08:00:00,35.44,0.0,4.08,3.52,0.59
2020-11-06 09:00:00,27.31,0.0,6.89,5.92,0.64
2020-11-06 10:00:00,22.94,0.0,7.74,6.74,0.65
2020-11-06 11:00:00,20.88,0.0,8.59,7.47,0.64
2020-11-06 12:00:00,20.44,0.0,9.33,8.07,0.52
2020-11-06 13:00:00,21.06,0.0,9.93,8.52,0.53
2020-11-06 14:00:00,22.62,0.0,10.23,8.66,0.48
2020-11-06 15:00:00,25.12,0.0,10.08,8.29,0.39
2020-11-06 16:00:00,29.5,0.0,9.45,6.67,0.34
2020-11-06 17:00:00,36.06,0.0,9.04,5.31,-999.0
2020-11-06 18:00:00,41.94,0.0,8.57,4.99,-999.0
2020-11-06 19:00:00,49.06,0.0,7.9,4.56,-999.0
2020-11-06 20:00:00,58.19,0.0,7.16,3.87,-999.0
2020-11-06 21:00:00,67.69,0.0,6.94,3.44,-999.0
2020-11-06 22:00:00,75.75,0.0,6.35,3.17,-999.0
2020-11-06 23:00:00,82.25,0.0,5.63,2.85,-999.0
2020-11-07 00:00:00,87.06,0.0,5.29,2.7,-999.0
2020-11-07 01:00:00,95.38,0.0,5.18,2.82,-999.0
2020-11-07 02:00:00,100.0,0.0,5.06,2.86,-999.0
2020-11-07 03:00:00,100.0,0.0,4.98,2.85,-999.0
2020-11-07 04:00:00,100.0,0.0,5.17,2.92,-999.0
2020-11-07 05:00:00,100.0,0.0,5.48,2.96,-999.0
2020-11-07 06:00:00,100.0,0.0,6.03,3.05,0.34
