YEAR,MO,DY,HR,RH2M,PRECTOTCORR,WS50M,WS10M,ALLSKY_KT
2019,5,31,22,87.12,0.0,5.27,2.83,-999.0
2019,5,31,23,92.62,0.0,4.75,2.42,-999.0
2019,6,1,0,96.69,0.0,4.58,2.34,-999.0
2019,6,1,1,99.81,0.0,4.55,2.37,-999.0
2019,6,1,2,100.0,0.0,4.63,2.45,-999.0
2019,6,1,3,100.0,0.0,4.82,2.5,-999.0
2019,6,1,4,99.75,0.0,4.96,3.05,0.48
2019,6,1,5,91.75,0.0,5.01,4.21,0.49
2019,6,1,6,78.25,0.0,5.87,5.02,0.65
2019,6,1,7,58.19,0.0,6.41,5.58,0.73
2019,6,1,8,43.5,0.0,5.84,5.25,0.77
2019,6,1,9,36.38,0.0,4.93,4.58,0.78
2019,6,1,10,32.38,0.0,4.03,3.85,0.79
2019,6,1,11,29.62,0.0,3.32,3.26,0.79
2019,6,1,12,27.5,0.0,2.97,2.99,0.8
2019,6,1,13,26.0,0.0,3.27,3.23,0.8
2019,6,1,14,25.25,0.0,3.88,3.75,0.78
2019,6,1,15,25.5,0.0,4.62,4.32,0.73
2019,6,1,16,26.12,0.0,5.38,4.83,0.66
2019,6,1,17,30.69,0.0,6.01,4.79,0.57
2019,6,1,18,47.19,0.0,6.85,3.44,0.39
2019,6,1,19,56.5,0.0,7.75,3.62,-999.0
2019,6,1,20,61.81,0.0,7.46,3.53,-999.0
2019,6,1,21,68.19,0.0,6.56,3.11,-999.0
2019,6,1,22,73.5,0.0,5.71,2.84,-999.0
2019,6,1,23,77.38,0.0,4.97,2.68,-999.0
2019,6,2,0,79.25,0.0,4.45,2.59,-999.0
2019,6,2,1,79.56,0.0,4.22,2.57,-999.0
2019,6,2,2,79.69,0.0,4.16,2.59,-999.0
2019,6,2,3,79.62,0.0,4.23,2.65,-999.0
2019,6,2,4,79.19,0.0,4.38,2.73,0.51
2019,6,2,5,70.56,0.0,4.44,2.51,0.57
2019,6,2,6,52.31,0.0,3.67,3.23,0.71
2019,6,2,7,37.25,0.0,5.26,4.36,0.78
2019,6,2,8,25.56,0.0,5.08,4.5,0.8
2019,6,2,9,20.5,0.0,4.47,4.04,0.82
2019,6,2,10,18.12,0.0,4.07,3.73,0.82
2019,6,2,11,17.0,0.0,3.93,3.64,0.8
2019,6,2,12,16.44,0.0,3.77,3.53,0.8
2019,6,2,13,16.25,0.0,3.64,3.41,0.8
2019,6,2,14,16.38,0.0,3.63,3.43,0.79
2019,6,2,15,16.75,0.0,3.75,3.5,0.76
2019,6,2,16,17.75,0.0,4.06,3.67,0.71
2019,6,2,17,24.25,0.0,4.68,3.32,0.62
2019,6,2,18,44.94,0.0,6.14,3.09,0.41
2019,6,2,19,48.94,0.0,7.79,3.78,-999.0
2019,6,2,20,52.12,0.0,8.4,4.02,-999.0
2019,6,2,21,58.12,0.0,7.8,3.71,-999.0
2019,6,2,22,64.56,0.0,6.71,3.21,-999.0
2019,6,2,23,69.44,0.0,5.53,2.9,-999.0
2019,6,3,0,71.62,0.0,4.52,2.66,-999.0
2019,6,3,1,70.88,0.0,3.9,2.46,-999.0
2019,6,3,2,69.44,0.0,3.61,2.36,-999.0
2019,6,3,3,68.56,0.0,3.53,2.34,-999.0
2019,6,3,4,68.0,0.0,3.56,2.37,0.48
2019,6,3,5,67.75,0.0,3.65,2.12,0.54
2019,6,3,6,48.5,0.0,3.2,2.82,0.69
2019,6,3,7,36.25,0.0,4.2,3.45,0.75
2019,6,3,8,27.5,0.0,4.55,4.04,0.78
2019,6,3,9,24.62,0.0,3.87,3.53,0.8
2019,6,3,10,22.38,0.0,3.39,3.13,0.8
2019,6,3,11,20.56,0.0,3.02,2.84,0.79
2019,6,3,12,19.38,0.0,2.64,2.53,0.8
2019,6,3,13,18.69,0.0,2.32,2.25,0.8
2019,6,3,14,18.25,0.0,2.19,2.13,0.78
2019,6,3,15,18.19,0.0,2.28,2.17,0.76
2019,6,3,16,18.44,0.0,2.54,2.35,0.71
2019,6,3,17,24.0,0.0,3.07,2.23,0.62
2019,6,3,18,45.06,0.0,3.88,2.32,0.42
2019,6,3,19,46.88,0.0,4.71,2.87,-999.0
2019,6,3,20,50.0,0.0,5.28,3.09,-999.0
2019,6,3,21,53.5,0.0,5.59,3.18,-999.0
2019,6,3,22,56.81,0.0,5.44,3.1,-999.0
2019,6,3,23,58.94,0.0,4.83,2.88,-999.0
2019,6,4,0,58.62,0.0,4.21,2.65,-999.0
2019,6,4,1,56.5,0.0,3.78,2.47,-999.0
2019,6,4,2,54.56,0.0,3.52,2.34,-999.0
2019,6,4,3,53.62,0.0,3.41,2.3,-999.0
2019,6,4,4,53.44,0.0,3.43,2.32,0.48
2019,6,4,5,59.0,0.0,3.52,2.16,0.55
2019,6,4,6,42.38,0.0,3.14,2.51,0.7
2019,6,4,7,32.69,0.0,3.22,2.7,0.76
2019,6,4,8,22.31,0.0,3.58,3.21,0.78
2019,6,4,9,19.94,0.0,3.07,2.81,0.8
2019,6,4,10,18.69,0.0,2.67,2.5,0.8
2019,6,4,11,18.06,0.0,2.39,2.29,0.78
2019,6,4,12,17.69,0.0,2.19,2.15,0.79
2019,6,4,13,17.5,0.0,2.12,2.09,0.8
2019,6,4,14,17.44,0.0,2.13,2.1,0.77
2019,6,4,15,17.88,0.0,2.19,2.13,0.75
2019,6,4,16,18.75,0.0,2.32,2.19,0.69
2019,6,4,17,24.31,0.0,2.63,1.95,0.58
2019,6,4,18,44.44,0.0,3.27,2.03,0.36
2019,6,4,19,44.62,0.0,3.95,2.51,-999.0
2019,6,4,20,48.0,0.0,4.63,2.81,-999.0
2019,6,4,21,52.25,0.0,5.21,3.0,-999.0
2019,6,4,22,56.88,0.0,5.51,3.07,-999.0
2019,6,4,23,60.69,0.0,5.35,3.01,-999.0
2019,6,5,0,62.94,0.0,4.98,2.91,-999.0
2019,6,5,1,62.75,0.0,4.56,2.77,-999.0
2019,6,5,2,60.88,0.0,4.18,2.63,-999.0
2019,6,5,3,58.69,0.0,3.9,2.52,-999.0
2019,6,5,4,56.94,0.0,3.73,2.44,0.46
2019,6,5,5,60.06,0.0,3.66,2.16,0.52
2019,6,5,6,42.38,0.0,3.24,2.6,0.66
2019,6,5,7,32.75,0.0,3.28,2.8,0.73
2019,6,5,8,22.19,0.0,3.39,3.12,0.77
2019,6,5,9,20.25,0.0,2.35,2.28,0.79
2019,6,5,10,19.44,0.0,1.66,1.67,0.75
2019,6,5,11,18.81,0.0,1.15,1.22,0.73
2019,6,5,12,18.31,0.0,0.57,0.72,0.73
2019,6,5,13,17.69,0.0,0.45,0.58,0.72
2019,6,5,14,17.56,0.0,1.13,1.13,0.68
2019,6,5,15,17.56,0.0,1.83,1.74,0.62
2019,6,5,16,18.25,0.0,2.39,2.2,0.55
2019,6,5,17,24.25,0.0,2.99,2.1,0.49
2019,6,5,18,44.94,0.0,4.15,2.38,0.32
2019,6,5,19,47.44,0.0,5.55,3.12,-999.0
2019,6,5,20,50.25,0.0,6.72,3.42,-999.0
2019,6,5,21,54.06,0.0,7.19,3.44,-999.0
2019,6,5,22,57.44,0.0,7.05,3.37,-999.0
2019,6,5,23,59.62,0.0,6.5,3.22,-999.0
2019,6,6,0,61.25,0.0,5.91,3.06,-999.0
2019,6,6,1,62.5,0.0,5.46,2.98,-999.0
2019,6,6,2,62.5,0.0,5.01,2.85,-999.0
2019,6,6,3,61.5,0.0,4.6,2.71,-999.0
2019,6,6,4,60.75,0.0,4.43,2.65,0.43
2019,6,6,5,60.38,0.0,4.3,2.31,0.47
2019,6,6,6,43.06,0.0,3.6,2.98,0.62
2019,6,6,7,32.44,0.0,3.62,3.09,0.7
2019,6,6,8,22.5,0.0,4.1,3.54,0.74
2019,6,6,9,20.38,0.0,3.73,3.24,0.77
2019,6,6,10,19.94,0.0,3.29,2.86,0.74
2019,6,6,11,19.5,0.0,2.96,2.58,0.74
2019,6,6,12,19.06,0.0,2.78,2.45,0.68
2019,6,6,13,18.5,0.0,2.47,2.18,0.68
2019,6,6,14,18.19,0.0,2.12,1.86,0.58
2019,6,6,15,18.12,0.0,1.79,1.57,0.48
2019,6,6,16,19.19,0.0,1.77,1.55,0.41
2019,6,6,17,25.25,0.0,2.4,1.65,0.27
2019,6,6,18,43.06,0.0,3.06,1.79,0.27
2019,6,6,19,41.06,0.0,2.99,1.77,-999.0
2019,6,6,20,45.38,0.0,3.03,1.76,-999.0
2019,6,6,21,51.0,0.0,3.98,2.18,-999.0
2019,6,6,22,55.75,0.0,4.86,2.55,-999.0
2019,6,6,23,58.5,0.0,5.15,2.69,-999.0
2019,6,7,0,60.12,0.01,5.12,2.72,-999.0
2019,6,7,1,60.94,0.01,5.16,2.78,-999.0
2019,6,7,2,61.25,0.01,4.91,2.72,-999.0
2019,6,7,3,60.56,0.0,4.36,2.54,-999.0
2019,6,7,4,59.69,0.0,3.88,2.37,0.45
2019,6,7,5,61.12,0.0,3.72,2.01,0.5
2019,6,7,6,45.0,0.0,3.48,2.86,0.63
2019,6,7,7,32.25,0.0,4.16,3.41,0.71
2019,6,7,8,24.19,0.0,4.52,3.86,0.76
2019,6,7,9,21.75,0.0,4.17,3.58,0.77
2019,6,7,10,20.06,0.0,3.95,3.39,0.77
2019,6,7,11,18.56,0.0,3.89,3.36,0.74
2019,6,7,12,17.31,0.0,3.95,3.45,0.74
2019,6,7,13,16.62,0.0,3.98,3.5,0.66
2019,6,7,14,16.44,0.0,3.97,3.5,0.68
2019,6,7,15,16.62,0.0,3.98,3.47,0.62
2019,6,7,16,18.06,0.0,3.83,3.2,0.55
2019,6,7,17,24.25,0.0,3.3,2.15,0.45
2019,6,7,18,39.94,0.0,2.33,1.4,0.32
2019,6,7,19,38.38,0.0,1.37,0.93,-999.0
2019,6,7,20,40.62,0.0,0.79,0.62,-999.0
2019,6,7,21,47.56,0.0,1.25,0.9,-999.0
2019,6,7,22,55.12,0.0,1.81,1.21,-999.0
2019,6,7,23,59.12,0.0,1.2,0.92,-999.0
2019,6,8,0,60.38,0.0,1.08,0.82,-999.0
2019,6,8,1,62.31,0.0,1.36,0.97,-999.0
2019,6,8,2,65.12,0.0,1.9,1.25,-999.0
2019,6,8,3,67.12,0.0,1.97,1.3,-999.0
2019,6,8,4,68.0,0.0,1.86,1.26,0.44
2019,6,8,5,68.69,0.0,2.1,1.26,0.48
2019,6,8,6,54.62,0.0,1.88,1.7,0.63
2019,6,8,7,37.88,0.0,2.38,1.97,0.71
2019,6,8,8,28.62,0.0,3.33,2.9,0.75
2019,6,8,9,24.69,0.0,4.02,3.57,0.77
2019,6,8,10,21.62,0.0,4.6,4.12,0.76
2019,6,8,11,19.44,0.0,5.08,4.57,0.73
2019,6,8,12,17.75,0.0,5.33,4.81,0.73
2019,6,8,13,16.81,0.0,5.35,4.84,0.75
2019,6,8,14,16.62,0.0,5.29,4.75,0.73
2019,6,8,15,16.56,0.0,5.21,4.59,0.68
2019,6,8,16,17.69,0.0,5.12,4.33,0.62
2019,6,8,17,24.19,0.0,4.87,3.24,0.55
2019,6,8,18,42.5,0.0,4.82,2.54,0.34
2019,6,8,19,46.12,0.0,5.34,2.84,-999.0
2019,6,8,20,50.5,0.0,6.04,2.97,-999.0
2019,6,8,21,56.44,0.0,6.45,3.01,-999.0
2019,6,8,22,63.62,0.0,6.22,2.9,-999.0
2019,6,8,23,70.56,0.0,5.5,2.63,-999.0
2019,6,9,0,76.0,0.0,4.5,2.39,-999.0
2019,6,9,1,79.94,0.0,3.85,2.25,-999.0
2019,6,9,2,83.69,0.0,3.54,2.14,-999.0
2019,6,9,3,87.0,0.0,3.49,2.11,-999.0
2019,6,9,4,89.56,0.0,3.65,2.15,0.43
2019,6,9,5,79.88,0.0,3.76,2.36,0.47
2019,6,9,6,64.69,0.0,3.22,2.79,0.62
2019,6,9,7,46.25,0.0,2.97,2.68,0.7
2019,6,9,8,38.19,0.0,1.82,1.75,0.75
2019,6,9,9,31.0,0.0,0.85,0.57,0.77
2019,6,9,10,25.5,0.0,2.01,1.62,0.77
2019,6,9,11,22.31,0.0,3.08,2.68,0.75
2019,6,9,12,19.75,0.0,4.01,3.57,0.73
2019,6,9,13,17.69,0.0,4.83,4.32,0.68
2019,6,9,14,16.5,0.0,5.44,4.88,0.61
2019,6,9,15,16.38,0.0,5.65,5.03,0.55
2019,6,9,16,17.62,0.0,5.24,4.56,0.52
2019,6,9,17,23.44,0.0,4.71,3.39,0.44
2019,6,9,18,41.31,0.0,5.97,3.35,0.32
2019,6,9,19,50.06,0.0,8.15,4.81,-999.0
2019,6,9,20,57.81,0.0,9.17,6.63,-999.0
2019,6,9,21,66.44,0.0,7.58,5.72,-999.0
2019,6,9,22,70.88,0.0,5.76,3.89,-999.0
2019,6,9,23,73.69,0.0,4.74,2.48,-999.0
2019,6,10,0,75.56,0.0,4.44,2.18,-999.0
2019,6,10,1,77.31,0.0,4.62,2.3,-999.0
2019,6,10,2,79.19,0.0,5.03,2.52,-999.0
2019,6,10,3,80.44,0.0,5.5,2.75,-999.0
2019,6,10,4,80.62,0.0,5.84,2.99,0.41
2019,6,10,5,71.56,0.0,5.37,4.35,0.48
2019,6,10,6,59.56,0.0,6.05,5.16,0.61
2019,6,10,7,48.81,0.0,6.27,5.5,0.69
2019,6,10,8,38.56,0.0,6.38,5.7,0.73
2019,6,10,9,32.69,0.0,6.15,5.59,0.76
2019,6,10,10,30.12,0.0,5.66,5.19,0.76
2019,6,10,11,28.69,0.0,5.03,4.67,0.73
2019,6,10,12,27.38,0.0,4.51,4.24,0.72
2019,6,10,13,26.62,0.0,4.19,3.99,0.51
2019,6,10,14,26.75,0.0,4.16,3.96,0.39
2019,6,10,15,27.81,0.0,4.56,4.19,0.41
2019,6,10,16,30.31,0.0,5.4,4.61,0.36
2019,6,10,17,36.62,0.0,6.56,4.74,0.3
2019,6,10,18,46.31,0.0,7.4,4.46,0.25
2019,6,10,19,54.81,0.0,7.53,4.29,-999.0
2019,6,10,20,60.94,0.0,6.96,3.88,-999.0
2019,6,10,21,64.88,0.0,6.29,3.58,-999.0
2019,6,10,22,68.19,0.0,5.77,3.33,-999.0
2019,6,10,23,72.38,0.0,5.07,2.76,-999.0
2019,6,11,0,77.69,0.0,4.84,2.36,-999.0
2019,6,11,1,80.38,0.0,5.05,2.39,-999.0
2019,6,11,2,81.62,0.0,5.35,2.52,-999.0
2019,6,11,3,82.69,0.0,5.56,2.63,-999.0
2019,6,11,4,83.0,0.0,5.69,2.73,0.42
2019,6,11,5,71.25,0.0,5.45,3.6,0.49
2019,6,11,6,58.5,0.0,5.95,4.87,0.62
2019,6,11,7,47.81,0.0,6.38,5.55,0.7
2019,6,11,8,39.44,0.0,5.52,4.96,0.74
2019,6,11,9,33.69,0.0,4.49,4.14,0.77
2019,6,11,10,30.0,0.0,3.69,3.48,0.77
2019,6,11,11,27.56,0.0,3.14,3.03,0.74
2019,6,11,12,26.0,0.0,2.68,2.64,0.73
2019,6,11,13,25.06,0.0,2.17,2.21,0.66
2019,6,11,14,24.69,0.01,2.09,2.15,0.52
2019,6,11,15,25.0,0.02,2.44,2.37,0.46
2019,6,11,16,28.88,0.07,2.63,2.37,0.4
2019,6,11,17,39.12,0.12,4.66,3.56,0.35
2019,6,11,18,52.12,0.15,5.99,4.31,0.27
2019,6,11,19,64.38,0.06,5.05,3.9,-999.0
2019,6,11,20,74.25,0.04,4.54,3.8,-999.0
2019,6,11,21,79.69,0.0,4.72,3.86,-999.0
2019,6,11,22,83.62,0.0,4.59,2.94,-999.0
2019,6,11,23,85.62,0.0,4.07,2.24,-999.0
2019,6,12,0,85.75,0.0,3.39,1.87,-999.0
2019,6,12,1,85.0,0.0,3.0,1.79,-999.0
2019,6,12,2,84.81,0.0,2.79,1.76,-999.0
2019,6,12,3,84.56,0.0,2.56,1.68,-999.0
2019,6,12,4,84.25,0.0,2.45,1.64,0.42
2019,6,12,5,77.62,0.0,2.5,1.69,0.48
2019,6,12,6,62.62,0.01,2.15,1.94,0.62
2019,6,12,7,42.44,0.01,1.61,1.58,0.7
2019,6,12,8,33.56,0.0,0.91,0.83,0.75
2019,6,12,9,28.75,0.0,1.28,1.04,0.77
2019,6,12,10,25.62,0.0,1.87,1.54,0.74
2019,6,12,11,23.5,0.0,2.63,2.19,0.73
2019,6,12,12,22.0,0.0,3.43,2.89,0.73
2019,6,12,13,21.19,0.0,4.15,3.52,0.73
2019,6,12,14,20.31,0.0,5.0,4.29,0.76
2019,6,12,15,19.88,0.0,5.92,5.12,0.73
2019,6,12,16,19.94,0.01,6.72,5.71,0.69
2019,6,12,17,22.19,0.02,7.23,5.49,0.6
2019,6,12,18,32.56,0.02,7.2,3.86,0.42
2019,6,12,19,39.19,0.02,7.21,3.41,-999.0
2019,6,12,20,44.0,0.01,6.46,3.07,-999.0
2019,6,12,21,48.62,0.01,5.67,2.86,-999.0
2019,6,12,22,52.19,0.01,5.22,2.75,-999.0
2019,6,12,23,55.19,0.01,5.14,2.72,-999.0
2019,6,13,0,57.94,0.0,5.34,2.77,-999.0
2019,6,13,1,59.94,0.0,5.6,2.84,-999.0
2019,6,13,2,61.38,0.0,5.92,2.91,-999.0
2019,6,13,3,62.12,0.0,6.34,3.05,-999.0
2019,6,13,4,61.94,0.0,6.8,3.23,0.47
2019,6,13,5,52.25,0.0,6.51,4.56,0.58
2019,6,13,6,43.62,0.0,5.06,4.52,0.72
2019,6,13,7,28.12,0.0,5.45,4.77,0.78
2019,6,13,8,22.06,0.0,3.73,3.47,0.8
2019,6,13,9,20.19,0.0,2.63,2.51,0.82
2019,6,13,10,18.19,0.0,2.72,2.57,0.82
2019,6,13,11,16.12,0.0,3.37,3.15,0.8
2019,6,13,12,14.31,0.0,4.1,3.8,0.81
2019,6,13,13,12.94,0.0,4.7,4.32,0.82
2019,6,13,14,11.75,0.0,5.19,4.73,0.81
2019,6,13,15,10.94,0.0,5.48,4.93,0.8
2019,6,13,16,10.88,0.0,5.56,4.88,0.76
2019,6,13,17,15.25,0.0,5.37,3.83,0.68
2019,6,13,18,33.06,0.0,5.15,2.79,0.49
2019,6,13,19,35.81,0.0,4.73,2.9,-999.0
2019,6,13,20,36.44,0.0,4.16,2.64,-999.0
2019,6,13,21,38.0,0.0,3.71,2.4,-999.0
2019,6,13,22,41.25,0.0,3.23,2.14,-999.0
2019,6,13,23,45.69,0.0,2.81,1.91,-999.0
2019,6,14,0,52.88,0.0,3.07,2.07,-999.0
2019,6,14,1,60.81,0.0,4.13,2.6,-999.0
2019,6,14,2,64.88,0.0,5.3,3.03,-999.0
2019,6,14,3,66.19,0.0,6.16,3.19,-999.0
2019,6,14,4,67.19,0.0,6.54,3.2,0.48
2019,6,14,5,58.88,0.0,5.98,3.81,0.59
2019,6,14,6,51.25,0.0,4.32,3.87,0.73
2019,6,14,7,38.44,0.0,4.05,3.55,0.78
2019,6,14,8,26.88,0.0,3.13,2.93,0.8
2019,6,14,9,21.12,0.0,1.93,1.92,0.81
2019,6,14,10,17.94,0.0,1.2,1.2,0.81
2019,6,14,11,16.0,0.0,0.85,0.76,0.79
2019,6,14,12,14.5,0.0,0.55,0.38,0.8
2019,6,14,13,13.44,0.0,0.3,0.17,0.79
2019,6,14,14,12.75,0.0,0.54,0.62,0.78
2019,6,14,15,12.62,0.0,0.97,1.08,0.76
2019,6,14,16,12.88,0.0,1.61,1.65,0.7
2019,6,14,17,16.56,0.0,3.18,2.48,0.61
2019,6,14,18,33.56,0.0,6.17,3.53,0.42
2019,6,14,19,41.19,0.0,8.73,5.16,-999.0
2019,6,14,20,49.69,0.0,9.15,5.97,-999.0
2019,6,14,21,58.12,0.0,7.96,5.24,-999.0
2019,6,14,22,63.88,0.0,6.92,3.94,-999.0
2019,6,14,23,68.81,0.0,6.2,3.14,-999.0
2019,6,15,0,71.75,0.0,6.2,3.05,-999.0
2019,6,15,1,73.06,0.0,6.64,3.27,-999.0
2019,6,15,2,74.12,0.0,6.55,3.28,-999.0
2019,6,15,3,76.06,0.0,6.51,3.32,-999.0
2019,6,15,4,77.12,0.0,6.85,3.65,0.45
2019,6,15,5,68.81,0.0,6.23,5.02,0.53
2019,6,15,6,57.88,0.0,5.77,5.06,0.67
2019,6,15,7,40.81,0.0,9.71,7.74,0.74
2019,6,15,8,31.75,0.0,10.21,8.57,0.78
2019,6,15,9,26.69,0.0,8.57,7.4,0.8
2019,6,15,10,22.62,0.0,6.7,5.87,0.8
2019,6,15,11,19.31,0.0,5.14,4.49,0.79
2019,6,15,12,16.69,0.0,4.12,3.52,0.79
2019,6,15,13,14.5,0.0,3.76,3.12,0.78
2019,6,15,14,13.0,0.0,4.13,3.45,0.74
2019,6,15,15,12.06,0.0,4.79,4.03,0.71
2019,6,15,16,12.31,0.0,5.02,4.2,0.65
2019,6,15,17,18.38,0.0,4.26,2.89,0.56
2019,6,15,18,35.19,0.0,2.78,1.58,0.38
2019,6,15,19,33.88,0.0,1.51,1.03,-999.0
2019,6,15,20,34.19,0.0,1.59,0.92,-999.0
2019,6,15,21,34.5,0.0,2.53,1.42,-999.0
2019,6,15,22,36.81,0.0,3.15,1.85,-999.0
2019,6,15,23,40.44,0.0,3.19,1.92,-999.0
2019,6,16,0,41.25,0.0,2.64,1.63,-999.0
2019,6,16,1,42.44,0.0,1.76,1.08,-999.0
2019,6,16,2,44.81,0.0,1.11,0.73,-999.0
2019,6,16,3,47.19,0.0,1.29,0.92,-999.0
2019,6,16,4,48.94,0.01,1.62,1.14,0.45
2019,6,16,5,53.75,0.01,1.72,1.05,0.53
2019,6,16,6,39.12,0.0,1.29,1.2,0.68
2019,6,16,7,27.12,0.0,1.55,1.25,0.75
2019,6,16,8,20.56,0.0,2.62,2.23,0.78
2019,6,16,9,17.31,0.0,3.34,2.94,0.8
2019,6,16,10,15.38,0.0,3.97,3.53,0.8
2019,6,16,11,14.12,0.0,4.71,4.2,0.77
2019,6,16,12,12.94,0.0,5.57,4.92,0.77
2019,6,16,13,12.12,0.0,6.29,5.5,0.74
2019,6,16,14,11.81,0.0,6.76,5.83,0.71
2019,6,16,15,11.69,0.0,7.07,5.98,0.66
2019,6,16,16,12.31,0.0,7.06,5.82,0.55
2019,6,16,17,17.56,0.0,6.24,4.22,0.52
2019,6,16,18,34.5,0.0,5.09,2.76,0.35
2019,6,16,19,37.19,0.0,4.75,2.85,-999.0
2019,6,16,20,38.75,0.0,5.24,2.97,-999.0
2019,6,16,21,40.0,0.0,6.48,3.32,-999.0
2019,6,16,22,40.75,0.0,7.79,3.7,-999.0
2019,6,16,23,41.69,0.0,8.38,3.91,-999.0
2019,6,17,0,43.19,0.0,8.11,3.92,-999.0
2019,6,17,1,45.06,0.0,7.49,3.79,-999.0
2019,6,17,2,46.94,0.0,6.81,3.61,-999.0
2019,6,17,3,48.44,0.0,6.11,3.41,-999.0
2019,6,17,4,49.19,0.0,5.38,3.16,0.45
2019,6,17,5,49.38,0.0,4.68,2.56,0.53
2019,6,17,6,33.06,0.0,3.69,3.02,0.7
2019,6,17,7,24.44,0.0,3.39,2.91,0.76
2019,6,17,8,16.31,0.0,3.89,3.45,0.79
2019,6,17,9,14.75,0.0,3.81,3.43,0.8
2019,6,17,10,13.56,0.0,3.91,3.54,0.81
2019,6,17,11,12.62,0.0,4.15,3.77,0.8
2019,6,17,12,11.81,0.0,4.51,4.1,0.81
2019,6,17,13,11.25,0.0,4.92,4.46,0.81
2019,6,17,14,11.12,0.0,5.3,4.77,0.8
2019,6,17,15,11.25,0.0,5.57,4.96,0.79
2019,6,17,16,12.12,0.0,5.74,5.0,0.74
2019,6,17,17,16.81,0.0,5.83,4.25,0.64
2019,6,17,18,31.75,0.0,6.19,3.04,0.43
2019,6,17,19,37.62,0.0,6.7,3.39,-999.0
2019,6,17,20,40.69,0.0,7.03,3.42,-999.0
2019,6,17,21,43.88,0.0,7.76,3.66,-999.0
2019,6,17,22,47.56,0.0,8.46,4.2,-999.0
2019,6,17,23,51.38,0.0,8.78,4.57,-999.0
2019,6,18,0,53.5,0.0,8.87,4.64,-999.0
2019,6,18,1,53.25,0.0,8.69,4.47,-999.0
2019,6,18,2,52.19,0.0,8.52,4.29,-999.0
2019,6,18,3,52.0,0.0,8.26,4.05,-999.0
2019,6,18,4,52.81,0.0,7.88,3.8,0.45
2019,6,18,5,45.5,0.0,6.97,4.48,0.5
2019,6,18,6,38.31,0.0,5.25,4.58,0.65
2019,6,18,7,26.31,0.0,5.35,4.58,0.73
2019,6,18,8,21.5,0.0,4.09,3.78,0.77
2019,6,18,9,19.94,0.0,2.83,2.73,0.79
2019,6,18,10,18.5,0.0,2.15,2.1,0.8
2019,6,18,11,17.12,0.0,2.05,1.96,0.79
2019,6,18,12,15.94,0.0,2.2,2.06,0.8
2019,6,18,13,15.0,0.0,2.45,2.28,0.8
2019,6,18,14,14.5,0.0,2.73,2.54,0.79
2019,6,18,15,14.12,0.0,3.12,2.89,0.76
2019,6,18,16,14.5,0.0,3.64,3.32,0.71
2019,6,18,17,17.56,0.0,4.41,3.41,0.61
2019,6,18,18,32.75,0.0,5.68,2.83,0.41
2019,6,18,19,36.88,0.0,6.79,3.36,-999.0
2019,6,18,20,39.31,0.0,6.99,3.34,-999.0
2019,6,18,21,43.12,0.0,7.08,3.28,-999.0
2019,6,18,22,47.44,0.0,7.27,3.43,-999.0
2019,6,18,23,51.88,0.0,7.4,3.71,-999.0
2019,6,19,0,55.56,0.0,7.75,4.01,-999.0
2019,6,19,1,57.25,0.0,8.12,4.26,-999.0
2019,6,19,2,57.69,0.0,8.31,4.34,-999.0
2019,6,19,3,58.06,0.0,8.44,4.4,-999.0
2019,6,19,4,59.06,0.0,8.33,4.36,0.44
2019,6,19,5,53.06,0.0,7.32,5.36,0.47
2019,6,19,6,45.0,0.0,5.54,4.77,0.63
2019,6,19,7,30.81,0.0,5.48,4.79,0.71
2019,6,19,8,24.88,0.0,3.57,3.37,0.76
2019,6,19,9,21.88,0.0,1.45,1.55,0.78
2019,6,19,10,19.5,0.0,0.53,0.39,0.79
2019,6,19,11,17.56,0.0,1.63,1.32,0.79
2019,6,19,12,16.19,0.0,2.29,1.93,0.8
2019,6,19,13,15.38,0.0,2.58,2.18,0.8
2019,6,19,14,14.94,0.0,2.6,2.19,0.78
2019,6,19,15,14.69,0.0,2.43,2.01,0.74
2019,6,19,16,14.94,0.0,2.09,1.71,0.7
2019,6,19,17,17.5,0.0,1.57,1.18,0.61
2019,6,19,18,35.19,0.0,2.5,1.41,0.41
2019,6,19,19,38.56,0.0,4.84,2.67,-999.0
2019,6,19,20,44.69,0.0,6.32,4.04,-999.0
2019,6,19,21,55.5,0.0,6.7,4.17,-999.0
2019,6,19,22,64.69,0.0,5.78,3.43,-999.0
2019,6,19,23,71.81,0.0,4.86,2.66,-999.0
2019,6,20,0,76.38,0.0,4.38,2.26,-999.0
2019,6,20,1,79.44,0.0,4.26,2.2,-999.0
2019,6,20,2,82.12,0.0,4.23,2.19,-999.0
2019,6,20,3,83.94,0.0,4.58,2.3,-999.0
2019,6,20,4,83.88,0.0,4.92,2.43,0.46
2019,6,20,5,72.25,0.0,4.5,3.65,0.51
2019,6,20,6,59.31,0.0,4.38,3.75,0.66
2019,6,20,7,43.94,0.0,8.41,6.71,0.73
2019,6,20,8,34.69,0.0,9.62,8.08,0.77
2019,6,20,9,28.88,0.0,9.34,8.04,0.8
2019,6,20,10,24.81,0.0,8.75,7.64,0.8
2019,6,20,11,21.62,0.0,7.88,6.94,0.78
2019,6,20,12,19.38,0.0,6.91,6.12,0.79
2019,6,20,13,17.56,0.0,5.97,5.29,0.78
2019,6,20,14,16.19,0.0,5.16,4.55,0.76
2019,6,20,15,14.88,0.0,4.51,3.91,0.73
