datetime,Load,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,ALLSKY_SFC_LW_DWN
2019-03-21 00:00:00,352.862799,2.99,76.19,0.0,80.8,1.27,359.29,1.75,359.49,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.26,-5.93,-4.1,215.83
2019-03-21 01:00:00,330.444853,3.05,76.25,0.0,80.78,1.03,350.39,1.43,350.23,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.89,-5.54,-3.71,227.12
2019-03-21 02:00:00,287.419792,3.11,76.88,0.0,80.77,0.99,343.99,1.37,343.83,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.77,-5.31,-3.54,225.75
2019-03-21 03:00:00,258.110368,3.17,78.81,0.0,80.76,1.12,343.84,1.6,343.86,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.86,-5.1,-3.49,235.23
2019-03-21 04:00:00,247.745866,3.3,82.38,0.0,80.75,1.36,350.43,2.04,350.54,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.07,-4.77,-3.42,234.45
2019-03-21 05:00:00,244.271208,3.36,85.56,0.0,80.76,1.56,358.57,2.52,358.58,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.18,-4.42,-3.3,232.52
2019-03-21 06:00:00,229.100717,3.42,80.81,0.0,80.79,1.93,6.98,2.68,6.88,89.09,103.45,182.6,0.18,82.35,34.67,39.88,3.8,0.01,0.05,-1.28,-4.2,-2.74,231.67
2019-03-21 07:00:00,233.132818,3.3,67.44,0.0,80.83,2.16,15.49,2.3,15.36,303.19,329.17,462.83,0.19,70.28,124.58,136.88,14.98,0.12,0.58,0.46,-4.7,-2.13,232.42
2019-03-21 08:00:00,246.405548,3.23,56.31,0.0,80.86,1.02,2.62,0.89,349.88,505.13,548.7,713.52,0.2,58.65,213.42,232.25,28.12,0.41,2.1,2.65,-4.99,-1.17,249.9
2019-03-21 09:00:00,258.188064,3.17,50.56,0.0,80.86,1.08,282.93,1.3,273.1,673.48,733.77,915.7,0.2,48.11,287.35,312.6,39.47,0.8,3.95,3.93,-5.2,-0.63,252.25
2019-03-21 10:00:00,261.906256,3.23,48.5,0.0,80.85,1.83,279.1,2.11,272.33,797.32,864.58,1055.58,0.19,39.68,345.3,369.83,48.54,1.18,5.92,4.76,-5.01,-0.13,278.2
2019-03-21 11:00:00,261.363531,3.3,47.5,0.0,80.83,2.54,280.45,2.89,274.49,817.39,907.83,1123.62,0.19,34.98,353.67,386.33,48.98,1.27,6.35,5.5,-4.62,0.44,284.17
2019-03-21 12:00:00,262.102739,3.42,46.56,0.0,80.8,3.41,283.11,3.84,277.95,795.71,905.55,1115.25,0.22,35.59,347.48,386.85,48.45,1.25,6.3,6.13,-4.32,0.9,296.73
2019-03-21 13:00:00,258.465243,3.42,45.94,0.0,80.77,4.2,287.53,4.72,283.09,555.42,813.0,1031.0,0.17,41.26,239.5,345.48,33.43,0.79,3.95,6.44,-4.23,1.11,317.9
2019-03-21 14:00:00,253.590533,3.42,46.06,0.0,80.75,4.7,293.92,5.3,289.98,527.55,673.27,876.67,0.18,50.27,229.5,285.58,31.31,0.61,3.02,6.44,-4.19,1.12,306.62
2019-03-21 15:00:00,250.881819,3.48,48.25,0.0,80.77,5.02,304.73,5.71,301.45,361.87,480.4,662.77,0.17,61.1,154.73,201.98,20.41,0.28,1.4,5.9,-4.08,0.91,295.23
2019-03-21 16:00:00,252.478455,3.66,54.88,0.0,80.82,4.85,320.69,5.91,319.51,216.77,269.65,403.92,0.23,72.88,88.48,111.67,10.47,0.07,0.35,4.76,-3.44,0.65,274.98
2019-03-21 17:00:00,262.677871,4.15,73.12,0.0,80.89,3.1,342.98,5.59,343.34,51.2,54.73,119.25,0.22,85.02,18.25,20.42,2.22,0.01,0.02,2.53,-1.77,0.38,249.77
2019-03-21 18:00:00,308.342879,4.03,81.94,0.0,80.94,2.84,357.32,5.5,356.99,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.69,-2.0,-0.66,246.45
2019-03-21 19:00:00,353.425668,3.85,84.56,0.0,80.98,2.65,3.89,4.92,3.64,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.33,-2.6,-1.47,241.02
2019-03-21 20:00:00,349.657782,3.6,85.12,0.0,81.01,2.5,5.92,4.16,5.94,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.31,-3.55,-2.43,233.67
2019-03-21 21:00:00,340.482388,3.36,82.94,0.0,81.01,2.21,3.45,3.36,3.47,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.81,-4.42,-3.12,225.38
2019-03-21 22:00:00,328.756546,3.23,81.12,0.0,80.98,1.94,353.05,2.79,353.07,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.99,-4.88,-3.43,221.42
2019-03-21 23:00:00,312.98378,3.17,80.69,0.0,80.96,1.74,338.15,2.44,337.96,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.08,-5.03,-3.56,217.45
2019-03-22 00:00:00,0.0,3.17,82.31,0.0,80.95,1.75,327.23,2.45,327.22,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.37,-5.09,-3.73,210.77
2019-03-22 01:00:00,284.991214,3.17,84.94,0.0,80.95,1.84,321.72,2.62,321.53,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-2.78,-5.13,-3.96,210.15
2019-03-22 02:00:00,258.781497,3.17,87.19,0.0,80.96,1.93,320.43,2.78,320.24,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-3.16,-5.2,-4.18,208.3
2019-03-22 03:00:00,244.201686,3.11,88.31,0.0,80.96,1.93,322.71,2.83,322.62,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-3.4,-5.3,-4.35,206.48
2019-03-22 04:00:00,237.131604,3.11,88.25,0.0,80.98,1.86,327.84,2.72,327.77,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-3.51,-5.42,-4.46,207.48
2019-03-22 05:00:00,234.919885,3.05,87.44,0.0,81.01,1.75,334.58,2.53,334.23,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-3.52,-5.54,-4.53,213.23
2019-03-22 06:00:00,234.144943,3.3,81.75,0.0,81.04,1.64,341.91,2.21,341.05,106.73,107.2,190.12,0.2,82.02,41.62,41.92,4.48,0.01,0.05,-1.81,-4.62,-3.22,214.35
2019-03-22 07:00:00,220.021133,3.23,64.0,0.0,81.09,1.98,353.88,2.35,354.46,344.05,337.6,469.25,0.21,69.98,142.02,142.33,16.71,0.12,0.62,0.99,-4.88,-1.95,219.45
2019-03-22 08:00:00,222.203885,2.93,47.0,0.0,81.11,2.45,352.49,2.73,350.27,565.64,559.9,719.6,0.21,58.34,239.25,239.45,31.24,0.45,2.27,3.86,-6.17,-1.15,229.42
2019-03-22 09:00:00,236.920033,2.87,40.94,0.0,81.11,2.17,336.21,2.39,334.27,746.53,742.7,921.38,0.2,47.77,318.8,318.88,43.65,0.87,4.23,5.58,-6.38,-0.4,234.15
2019-03-22 10:00:00,254.979103,2.93,37.94,0.0,81.09,2.07,314.85,2.29,313.34,847.06,870.88,1060.83,0.2,39.3,367.0,375.02,51.57,1.23,6.05,7.04,-6.08,0.48,260.17
2019-03-22 11:00:00,261.972229,3.05,36.44,0.0,81.07,2.31,292.05,2.56,290.54,906.53,923.2,1128.48,0.2,34.59,390.6,397.38,55.06,1.4,6.92,8.3,-5.53,1.39,260.3
2019-03-22 12:00:00,261.966304,3.23,35.69,0.0,81.02,2.71,277.29,3.02,275.8,861.2,911.5,1119.7,0.19,35.23,372.92,392.77,52.52,1.33,6.6,9.26,-4.98,2.14,282.95
2019-03-22 13:00:00,260.572373,3.36,35.62,0.0,80.96,3.07,269.56,3.45,268.19,809.77,832.95,1035.15,0.2,40.96,350.55,359.42,48.67,1.12,5.48,9.85,-4.52,2.66,270.83
2019-03-22 14:00:00,256.31426,3.42,36.38,0.0,80.9,3.35,265.32,3.81,264.0,663.52,690.05,880.58,0.2,50.03,285.67,297.67,38.62,0.72,3.55,10.0,-4.14,2.93,272.15
2019-03-22 15:00:00,250.744197,3.54,38.25,0.0,80.88,3.52,261.71,4.05,260.67,441.19,491.88,666.55,0.16,60.91,188.9,210.75,24.46,0.32,1.62,9.62,-3.81,2.9,281.58
2019-03-22 16:00:00,249.091429,3.97,46.38,0.0,80.89,3.09,257.72,3.98,257.52,249.62,266.65,407.67,0.16,72.7,102.25,111.65,11.83,0.07,0.35,8.55,-2.31,3.12,259.8
2019-03-22 17:00:00,252.487166,4.88,68.94,0.0,80.91,2.04,258.09,3.3,258.1,55.18,53.55,122.73,0.19,84.87,20.08,20.52,2.39,0.01,0.02,5.73,0.45,3.09,244.48
2019-03-22 18:00:00,264.45497,4.21,64.5,0.0,80.94,2.0,259.22,2.95,259.02,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.52,-1.56,1.48,258.05
2019-03-22 19:00:00,310.706994,4.03,65.12,0.0,80.96,2.08,258.73,3.05,258.63,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.8,-2.1,0.85,249.6
2019-03-22 20:00:00,354.066277,4.03,69.38,0.0,80.99,2.34,257.26,3.52,257.44,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.83,-2.17,0.33,242.02
2019-03-22 21:00:00,346.597626,3.97,74.31,0.0,80.99,2.66,256.78,4.14,257.01,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.73,-2.31,-0.29,238.05
2019-03-22 22:00:00,336.44796,3.97,78.88,0.0,80.98,2.88,259.85,4.61,260.23,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.88,-2.31,-0.72,234.15
2019-03-22 23:00:00,326.021982,3.97,82.0,0.0,80.97,2.92,266.17,4.75,266.51,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.33,-2.33,-1.0,234.7
2019-03-23 00:00:00,310.241183,3.97,83.69,0.0,80.96,2.79,273.37,4.49,273.59,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.01,-2.37,-1.18,236.45
2019-03-23 01:00:00,281.797067,3.91,84.81,0.0,80.95,2.63,282.34,4.12,282.48,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.31,-2.53,-1.42,226.7
2019-03-23 02:00:00,255.97735,3.85,86.06,0.0,80.94,2.46,291.43,3.77,291.63,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.57,-2.63,-1.6,223.83
2019-03-23 03:00:00,243.037231,3.85,86.0,0.0,80.93,2.21,300.55,3.33,300.6,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.58,-2.64,-1.61,216.2
2019-03-23 04:00:00,236.271827,3.85,84.62,0.0,80.93,1.86,307.5,2.7,307.6,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.42,-2.67,-1.55,222.83
2019-03-23 05:00:00,234.160872,3.85,81.69,0.0,80.93,1.38,310.18,1.94,310.43,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.02,-2.67,-1.32,233.65
2019-03-23 06:00:00,232.413832,4.15,80.44,0.0,80.95,0.82,292.41,1.13,293.56,93.76,107.62,197.83,0.15,81.7,37.33,42.0,4.27,0.01,0.05,1.21,-1.76,-0.27,244.75
2019-03-23 07:00:00,218.514343,4.21,70.25,0.0,80.98,1.06,231.01,1.3,229.4,327.73,335.95,475.65,0.18,69.69,135.27,141.23,16.1,0.1,0.55,3.37,-1.49,0.94,236.62
2019-03-23 08:00:00,224.026956,4.15,55.31,0.0,80.98,2.79,214.85,3.22,214.73,547.09,560.38,725.65,0.2,58.02,231.42,239.38,30.27,0.38,2.02,6.52,-1.75,2.38,243.12
2019-03-23 09:00:00,240.113514,4.03,49.31,0.0,80.96,3.6,215.83,4.07,215.55,699.24,742.88,927.0,0.16,47.42,299.55,318.1,41.07,0.74,3.67,7.94,-1.99,2.98,260.9
2019-03-23 10:00:00,260.183256,4.03,44.69,0.0,80.91,4.18,221.14,4.75,220.53,853.72,872.05,1066.05,0.2,38.91,369.17,375.33,51.9,1.11,5.45,9.3,-2.06,3.62,252.35
2019-03-23 11:00:00,268.992421,4.03,41.0,0.0,80.85,4.88,228.76,5.56,227.68,867.68,906.45,1133.27,0.19,34.19,373.42,388.42,51.76,1.19,5.9,10.5,-2.13,4.18,270.62
2019-03-23 12:00:00,268.803404,4.03,38.94,0.0,80.77,5.65,234.86,6.4,233.69,867.95,894.83,1124.12,0.2,34.87,374.33,384.65,51.71,1.17,5.75,11.25,-2.17,4.54,269.92
2019-03-23 13:00:00,265.408186,4.03,38.44,0.0,80.71,6.35,237.46,7.2,236.64,718.15,809.5,1039.25,0.18,40.66,310.15,347.98,42.24,0.87,4.25,11.48,-2.13,4.68,282.27
2019-03-23 14:00:00,259.367808,4.03,39.75,0.0,80.68,6.94,237.65,7.93,237.44,627.93,664.1,884.45,0.2,49.79,269.2,284.85,35.71,0.59,2.95,11.05,-2.06,4.5,275.88
2019-03-23 15:00:00,255.651294,4.09,43.19,0.0,80.68,7.16,237.07,8.36,237.29,425.91,463.5,670.27,0.15,60.71,180.25,196.58,22.85,0.26,1.38,10.01,-1.89,4.06,273.33
2019-03-23 16:00:00,253.273385,4.27,49.5,0.0,80.7,6.52,235.89,8.13,236.2,226.73,245.52,411.38,0.09,72.52,92.35,101.27,10.96,0.05,0.3,8.58,-1.38,3.6,268.73
2019-03-23 17:00:00,256.929455,4.88,67.44,0.0,80.72,3.91,232.15,7.09,232.21,50.14,49.1,126.2,0.17,84.71,18.42,18.95,2.28,0.01,0.02,6.08,0.51,3.3,250.08
2019-03-23 18:00:00,270.384272,5.13,78.31,0.0,80.75,3.1,225.92,6.26,226.06,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.61,1.19,2.9,285.6
2019-03-23 19:00:00,317.474067,5.13,82.69,0.0,80.78,2.85,220.67,5.43,220.86,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.82,1.15,2.49,285.65
2019-03-23 20:00:00,357.283295,5.0,86.75,0.0,80.8,2.84,220.87,5.26,221.15,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.87,0.89,1.88,282.65
2019-03-23 21:00:00,347.970499,5.07,90.94,0.0,80.8,2.96,222.11,5.53,222.54,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.38,1.05,1.71,286.83
2019-03-23 22:00:00,338.24281,5.13,94.5,0.0,80.78,2.84,220.53,5.4,220.95,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.01,1.21,1.61,287.58
2019-03-23 23:00:00,327.67467,5.13,100.0,0.0,80.74,2.72,218.35,4.95,218.53,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.95,1.07,1.01,278.0
2019-03-24 00:00:00,311.458844,5.07,100.0,0.0,80.69,2.47,208.35,3.92,208.61,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.13,1.01,0.57,290.08
2019-03-24 01:00:00,283.47691,5.07,100.0,0.02,80.62,2.27,190.11,3.37,190.42,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.11,0.89,0.39,281.1
2019-03-24 02:00:00,258.636929,4.94,100.0,0.03,80.58,2.46,181.82,3.76,182.26,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.7,0.69,-0.0,279.23
2019-03-24 03:00:00,243.928005,4.88,100.0,0.01,80.57,2.66,187.08,4.27,188.62,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-1.0,0.44,-0.28,272.05
2019-03-24 04:00:00,238.417778,4.88,100.0,0.0,80.57,2.67,186.4,4.55,187.6,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.52,0.37,-0.08,274.55
2019-03-24 05:00:00,236.886554,4.82,100.0,0.0,80.54,2.56,171.23,4.35,170.91,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,-0.18,0.3,0.06,274.58
2019-03-24 06:00:00,235.979316,4.94,98.0,0.02,80.55,2.37,165.32,4.31,165.51,33.24,78.3,205.65,0.2,81.36,15.25,31.73,2.02,0.01,0.02,0.83,0.56,0.69,297.65
2019-03-24 07:00:00,222.913645,5.13,91.19,0.18,80.58,3.11,166.63,3.98,167.3,55.19,273.92,481.98,0.18,69.39,24.55,114.67,3.55,0.02,0.12,2.34,1.08,1.71,297.27
2019-03-24 08:00:00,227.339532,5.19,90.06,0.49,80.58,4.16,166.64,4.64,167.37,64.03,491.75,731.6,0.18,57.7,30.67,211.15,4.53,0.05,0.25,2.66,1.21,1.94,307.1
2019-03-24 09:00:00,244.306163,5.31,88.31,0.75,80.58,4.97,177.57,5.69,179.92,168.23,677.23,932.52,0.2,47.07,87.6,294.27,12.64,0.25,1.25,3.29,1.55,2.42,328.7
2019-03-24 10:00:00,269.913512,5.8,78.06,0.76,80.52,6.29,201.66,7.78,203.89,312.0,809.42,1071.12,0.2,38.53,154.48,353.35,22.39,0.55,2.8,6.33,2.8,4.56,325.73
2019-03-24 11:00:00,286.946469,5.98,68.12,0.38,80.44,7.99,217.89,9.89,218.74,202.77,863.77,1137.92,0.2,33.79,101.02,376.95,14.4,0.3,1.5,8.8,3.28,6.05,278.4
2019-03-24 12:00:00,291.923842,6.04,65.0,0.19,80.37,8.22,219.18,10.05,219.36,117.08,847.1,1128.4,0.2,34.5,62.9,369.7,9.17,0.18,0.9,9.57,3.34,6.46,296.45
2019-03-24 13:00:00,291.996374,6.23,66.88,0.09,80.31,7.31,212.52,8.89,212.61,94.94,763.4,1043.23,0.2,40.37,52.25,333.2,7.62,0.16,0.8,9.67,3.83,6.75,322.9
2019-03-24 14:00:00,285.399213,6.53,73.94,0.1,80.26,6.11,201.61,7.44,201.82,90.96,618.4,888.2,0.2,49.55,47.25,269.25,6.74,0.12,0.6,8.89,4.51,6.69,331.75
2019-03-24 15:00:00,280.544224,6.77,81.75,0.09,80.26,5.67,189.36,7.0,189.58,96.36,426.7,673.92,0.19,60.52,49.05,184.9,6.95,0.09,0.48,7.88,4.98,6.44,342.48
2019-03-24 16:00:00,282.742092,6.77,87.81,0.08,80.27,5.16,177.66,6.83,177.84,35.32,214.23,415.02,0.17,72.36,14.98,91.83,2.12,0.02,0.05,6.9,5.04,5.97,320.33
2019-03-24 17:00:00,291.741434,6.65,91.75,0.06,80.27,4.2,167.75,6.55,168.78,17.97,41.55,129.73,0.18,84.56,7.33,17.55,1.0,0.0,0.0,5.93,4.71,5.32,285.92
2019-03-24 18:00:00,311.757173,6.41,95.19,0.97,80.26,3.52,160.16,6.2,160.88,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.92,4.23,4.58,288.05
2019-03-24 19:00:00,343.890172,6.35,95.81,1.4,80.27,4.08,153.53,6.2,153.82,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.62,4.03,4.33,286.77
2019-03-24 20:00:00,363.898218,6.29,95.88,1.27,80.25,5.02,153.55,7.12,154.81,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.49,3.92,4.21,274.83
2019-03-24 21:00:00,353.010112,6.41,96.19,0.3,80.21,5.41,165.28,8.18,167.7,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.67,4.13,4.4,270.8
2019-03-24 22:00:00,342.976597,6.41,100.0,0.24,80.13,3.88,168.62,6.9,171.02,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.08,4.18,4.13,271.67
2019-03-24 23:00:00,332.842889,6.35,100.0,1.21,80.11,2.88,168.42,5.7,169.74,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.44,4.02,3.73,269.73
2019-03-25 00:00:00,314.235775,6.29,100.0,3.3,80.09,3.37,155.22,6.25,156.96,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.77,3.91,3.84,267.67
2019-03-25 01:00:00,285.86069,6.23,98.19,3.92,80.08,3.99,156.34,6.96,158.27,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.0,3.77,3.88,264.92
2019-03-25 02:00:00,260.59664,6.16,98.06,1.66,79.99,4.88,143.66,7.76,146.17,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.87,3.62,3.75,263.6
2019-03-25 03:00:00,248.229472,6.04,99.0,0.84,80.08,4.15,151.89,7.21,155.27,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.4,3.28,3.34,265.55
2019-03-25 04:00:00,242.115198,5.8,97.69,2.62,80.11,4.77,153.52,7.04,154.91,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.12,2.8,2.95,268.85
2019-03-25 05:00:00,239.13918,5.55,97.5,2.49,80.16,3.69,143.95,6.05,143.83,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.48,2.14,2.31,271.6
2019-03-25 06:00:00,238.921322,5.68,95.62,0.43,80.06,4.51,122.4,5.8,125.4,8.37,92.73,213.6,0.17,81.02,3.9,39.2,0.59,0.0,0.0,3.02,2.4,2.71,278.95
2019-03-25 07:00:00,228.685848,5.55,94.88,5.38,80.07,5.0,118.85,5.86,120.43,19.7,297.48,488.27,0.12,69.09,7.5,129.98,1.13,0.01,0.02,2.83,2.1,2.47,284.38
2019-03-25 08:00:00,234.86511,5.25,95.12,5.58,80.08,5.27,120.56,6.22,121.75,35.91,506.23,737.48,0.16,57.39,17.12,223.67,2.52,0.03,0.12,2.08,1.4,1.75,328.95
2019-03-25 09:00:00,252.853115,5.55,91.75,2.27,80.07,4.93,122.18,5.83,128.08,107.34,670.48,937.98,0.2,46.73,58.15,296.5,8.32,0.18,0.9,3.33,2.14,2.74,336.23
2019-03-25 10:00:00,278.078945,6.29,87.81,0.83,80.03,4.71,160.3,6.11,167.07,46.86,782.58,1076.12,0.2,38.15,29.95,345.02,3.53,0.07,0.35,5.79,3.94,4.87,365.55
2019-03-25 11:00:00,299.076835,7.45,80.38,0.25,79.97,6.44,182.64,8.62,187.6,94.05,846.23,1142.5,0.2,33.39,55.2,372.6,7.68,0.2,1.0,9.43,6.2,7.81,362.25
2019-03-25 12:00:00,308.547583,7.63,68.94,0.2,79.91,9.07,193.15,11.86,195.27,128.23,839.42,1132.58,0.2,34.14,72.33,368.9,10.11,0.27,1.35,12.11,6.58,9.35,364.2
2019-03-25 13:00:00,309.733685,7.2,62.31,0.36,79.88,11.11,197.56,14.07,198.46,170.57,763.73,1047.1,0.2,40.08,90.4,334.1,12.79,0.34,1.73,12.86,5.85,9.36,365.8
2019-03-25 14:00:00,296.493292,6.84,61.88,0.48,79.92,11.73,200.19,14.66,200.63,219.92,626.33,891.88,0.18,49.33,106.27,272.08,15.21,0.34,1.7,12.16,5.09,8.63,357.58
2019-03-25 15:00:00,291.96134,6.59,63.38,0.39,79.99,10.94,202.06,13.79,202.66,165.7,447.08,677.5,0.2,60.32,73.38,192.73,9.98,0.16,0.77,11.19,4.52,7.85,340.88
2019-03-25 16:00:00,285.890056,6.47,68.38,0.39,80.04,9.21,204.93,12.13,205.72,91.51,242.67,418.65,0.19,72.19,37.65,103.08,4.91,0.04,0.2,9.85,4.34,7.09,336.67
2019-03-25 17:00:00,287.940992,6.53,80.12,0.19,80.11,6.45,206.47,10.21,207.04,46.12,50.98,133.25,0.27,84.41,18.02,20.67,2.34,0.01,0.02,7.6,4.42,6.01,281.23
2019-03-25 18:00:00,301.671474,6.35,92.0,0.06,80.17,4.67,205.15,8.77,205.42,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,5.21,4.04,4.62,283.48
2019-03-25 19:00:00,340.133759,6.23,97.31,0.03,80.24,4.46,206.88,8.03,207.14,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,4.2,3.83,4.01,277.88
2019-03-25 20:00:00,369.736108,6.1,98.44,0.02,80.29,4.55,210.53,7.43,210.31,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.68,3.48,3.58,269.12
2019-03-25 21:00:00,357.304224,5.92,99.0,0.02,80.3,4.13,213.18,6.7,213.3,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,3.21,3.08,3.15,270.0
2019-03-25 22:00:00,347.881832,5.8,99.25,0.05,80.29,3.16,215.74,5.33,215.81,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.87,2.79,2.83,268.15
2019-03-25 23:00:00,337.430016,5.68,100.0,0.06,80.27,2.1,214.52,3.89,215.19,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.39,2.51,2.45,263.98
2019-03-26 00:00:00,321.519243,5.62,100.0,0.04,80.27,1.66,209.58,3.05,211.29,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,2.21,2.3,2.26,269.67
2019-03-26 01:00:00,290.80787,5.49,100.0,0.02,80.29,1.43,200.52,2.39,202.11,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.94,2.05,1.99,285.62
2019-03-26 02:00:00,264.217707,5.37,98.75,0.25,80.29,0.79,196.65,1.25,196.73,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.86,1.69,1.78,267.45
2019-03-26 03:00:00,251.307799,5.19,98.56,0.71,80.25,0.43,331.56,0.56,328.08,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.49,1.3,1.4,260.5
2019-03-26 04:00:00,243.447276,5.07,98.38,0.72,80.28,0.52,15.71,0.67,14.2,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,1.12,0.91,1.02,263.25
2019-03-26 05:00:00,241.264891,4.94,99.12,0.31,80.35,1.25,94.32,1.67,93.76,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,0.7,0.6,0.65,270.25
2019-03-26 06:00:00,241.363936,5.0,96.62,0.24,80.38,2.03,86.69,2.41,87.95,21.21,95.55,221.67,0.17,80.67,9.08,38.83,1.27,0.01,0.02,1.3,0.83,1.06,304.9
