datetime,Load,QV2M,RH2M,PRECTOTCORR,PS,WS10M,WD10M,WS50M,WD50M,ALLSKY_SFC_SW_DWN,CLRSKY_SFC_SW_DWN,TOA_SW_DWN,ALLSKY_SRF_ALB,SZA,ALLSKY_SFC_PAR_TOT,CLRSKY_SFC_PAR_TOT,ALLSKY_SFC_UVA,ALLSKY_SFC_UVB,ALLSKY_SFC_UV_INDEX,T2M,T2MDEW,T2MWET,ALLSKY_SFC_LW_DWN
2019-07-01 04:00:00,498.49941,8.54,65.31,0.02,80.74,3.06,352.66,5.57,351.78,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,14.89,8.26,11.58,299.35
2019-07-01 05:00:00,488.848091,9.22,62.06,0.03,80.76,3.91,4.58,5.39,3.32,90.17,87.85,219.3,0.2,80.41,36.48,36.48,4.37,0.02,0.08,16.78,9.35,13.07,298.7
2019-07-01 06:00:00,473.732096,9.64,55.38,0.03,80.78,4.79,17.28,5.5,17.28,260.7,253.2,466.65,0.02,69.24,107.62,107.67,12.65,0.12,0.65,19.33,10.12,14.73,310.2
2019-07-01 07:00:00,503.325286,9.4,45.12,0.02,80.78,4.76,25.05,5.12,23.2,467.2,460.42,714.2,0.09,57.14,195.2,195.45,23.95,0.42,2.08,22.26,9.79,16.02,324.1
2019-07-01 08:00:00,549.447228,8.73,35.31,0.0,80.78,3.47,28.64,3.36,26.33,670.19,669.08,933.08,0.12,44.87,283.75,284.12,36.34,0.88,4.33,25.06,8.65,16.85,334.35
2019-07-01 09:00:00,594.312666,8.06,28.19,0.0,80.77,1.91,40.86,1.43,41.45,838.63,843.1,1108.33,0.15,32.66,357.4,357.85,47.12,1.38,7.05,27.59,7.52,17.55,342.05
2019-07-01 10:00:00,633.30902,7.39,22.56,0.0,80.72,0.86,77.36,0.61,133.96,947.64,963.48,1228.0,0.16,21.12,407.55,408.2,54.69,1.78,9.4,29.97,6.23,18.1,348.15
2019-07-01 11:00:00,650.725354,6.65,17.94,0.0,80.65,0.59,149.04,1.2,185.6,1031.48,1067.25,1283.98,0.18,12.75,455.08,455.83,63.75,2.24,12.05,32.08,4.65,18.37,336.02
2019-07-01 12:00:00,665.73814,5.98,14.88,0.0,80.58,0.79,212.12,1.64,211.95,1034.65,1057.95,1272.42,0.18,14.86,450.73,451.0,63.03,2.2,11.75,33.66,3.19,18.43,341.48
2019-07-01 13:00:00,644.787331,5.43,12.69,0.0,80.52,1.42,249.78,2.2,236.14,974.97,986.27,1194.1,0.17,24.9,419.02,419.65,58.02,1.9,9.92,34.71,1.77,18.24,340.52
2019-07-01 14:00:00,649.353392,4.88,11.19,0.0,80.47,2.36,266.77,3.03,253.99,853.0,856.5,1054.38,0.16,36.78,362.95,363.98,49.27,1.41,7.15,35.12,0.3,17.72,336.73
2019-07-01 15:00:00,659.594107,4.52,10.44,0.0,80.44,3.22,279.35,3.87,268.61,679.22,678.62,862.73,0.16,49.05,286.75,287.73,37.57,0.85,4.23,34.83,-0.95,16.94,331.77
2019-07-01 16:00:00,664.832989,4.39,10.88,0.0,80.44,3.72,296.73,4.39,287.31,470.03,464.83,632.25,0.16,61.3,195.3,196.48,24.09,0.38,1.85,33.58,-1.45,16.06,326.0
2019-07-01 17:00:00,659.374699,5.07,14.69,0.0,80.5,3.46,332.74,4.4,322.13,246.24,243.25,378.6,0.2,73.29,100.27,101.2,11.22,0.09,0.42,30.8,0.33,15.56,320.98
2019-07-01 18:00:00,646.003902,7.51,30.81,0.0,80.61,4.38,14.56,5.74,4.14,53.6,51.02,119.23,0.22,84.8,19.85,20.02,2.28,0.01,0.02,24.89,6.4,15.65,314.05
2019-07-01 19:00:00,630.41014,8.24,44.69,0.0,80.73,5.57,26.74,7.82,21.93,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,20.28,7.76,14.02,305.62
2019-07-01 20:00:00,619.56904,9.22,59.62,0.0,80.88,7.44,32.25,9.0,31.76,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,17.48,9.53,13.51,304.17
2019-07-01 21:00:00,657.247403,9.7,74.44,0.0,80.98,7.54,34.4,8.95,34.51,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,14.88,10.4,12.64,300.15
2019-07-01 22:00:00,644.783959,9.52,79.25,0.0,81.02,7.01,31.08,8.38,31.47,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,13.55,10.04,11.8,300.85
2019-07-01 23:00:00,614.278951,9.09,80.06,0.0,81.03,6.63,26.66,8.02,27.49,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,12.73,9.4,11.06,297.8
2019-07-02 00:00:00,585.08904,8.73,79.69,0.0,81.01,6.26,23.46,7.65,24.5,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,12.13,8.75,10.44,294.35
2019-07-02 01:00:00,540.444292,8.48,80.12,0.0,81.0,5.81,20.04,7.14,20.95,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,11.67,8.38,10.03,292.05
2019-07-02 02:00:00,518.626248,8.36,81.44,0.0,81.0,5.68,18.68,7.17,19.6,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,11.22,8.18,9.69,289.27
2019-07-02 03:00:00,502.320578,8.24,82.56,0.0,81.02,5.87,19.42,7.5,20.42,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,10.76,7.95,9.36,287.1
2019-07-02 04:00:00,492.491133,8.06,83.38,0.0,81.05,6.12,20.7,7.86,21.57,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,10.35,7.68,9.01,285.7
2019-07-02 05:00:00,480.273623,7.87,77.44,0.0,81.08,7.19,25.2,8.67,26.61,101.45,99.73,217.08,0.22,80.51,40.3,40.48,4.66,0.02,0.08,11.07,7.3,9.19,288.02
2019-07-02 06:00:00,464.271459,7.63,65.38,0.0,81.11,8.29,33.82,9.69,35.15,286.95,279.9,465.08,0.11,69.31,117.9,118.12,13.7,0.14,0.7,13.12,6.8,9.96,294.52
2019-07-02 07:00:00,489.213255,7.39,54.25,0.0,81.14,8.57,42.49,9.78,44.06,509.75,503.98,712.8,0.15,57.22,216.95,217.6,27.08,0.49,2.45,15.62,6.44,11.03,302.62
2019-07-02 08:00:00,532.84742,7.39,45.5,0.0,81.14,8.53,50.68,9.6,52.67,705.94,705.15,931.88,0.16,44.94,305.3,305.7,40.0,1.0,4.98,18.3,6.36,12.33,312.35
2019-07-02 09:00:00,576.245667,7.45,39.0,0.0,81.14,8.59,59.8,9.56,62.28,863.12,867.38,1107.38,0.18,32.73,376.38,376.62,50.79,1.53,7.9,20.96,6.51,13.73,324.77
2019-07-02 10:00:00,607.174362,7.57,33.75,0.0,81.11,8.35,67.92,9.21,71.35,963.27,978.55,1227.3,0.19,21.2,425.02,425.3,58.34,1.96,10.45,23.55,6.69,15.12,333.88
2019-07-02 11:00:00,624.750842,7.69,29.81,0.0,81.07,7.7,73.02,8.38,77.73,989.83,1022.5,1283.5,0.2,12.83,446.27,446.38,61.56,2.16,11.67,25.88,6.91,16.4,348.4
2019-07-02 12:00:00,629.404706,7.75,26.81,0.0,81.02,7.0,74.13,7.51,80.36,984.94,1006.5,1272.15,0.19,14.89,440.77,440.88,60.66,2.11,11.35,27.85,7.05,17.45,360.15
2019-07-02 13:00:00,619.829751,7.69,24.44,0.0,80.95,6.44,73.37,6.86,80.56,920.14,930.5,1194.02,0.18,24.9,407.8,408.27,55.47,1.8,9.5,29.34,6.98,18.15,368.83
2019-07-02 14:00:00,625.629958,7.63,22.94,0.0,80.89,6.23,70.82,6.63,78.31,790.95,792.88,1054.4,0.17,36.77,349.9,350.3,46.58,1.33,6.75,30.22,6.77,18.5,378.12
2019-07-02 15:00:00,635.986939,7.51,22.25,0.0,80.84,6.53,68.29,7.03,74.87,612.63,610.08,862.83,0.17,49.05,270.8,271.05,34.78,0.79,3.9,30.48,6.56,18.52,384.98
2019-07-02 16:00:00,647.069659,7.51,22.94,0.0,80.8,7.56,68.55,8.52,73.26,410.37,403.62,632.3,0.15,61.29,178.65,179.25,21.8,0.34,1.67,29.9,6.52,18.22,379.85
2019-07-02 17:00:00,647.462054,7.75,26.25,0.0,80.83,8.84,71.02,10.69,73.74,206.52,202.38,378.58,0.2,73.29,88.77,89.3,10.2,0.08,0.4,28.11,6.99,17.55,375.02
2019-07-02 18:00:00,636.363117,8.12,33.62,0.0,80.9,9.0,70.01,11.72,72.35,42.54,39.73,119.08,0.23,84.81,17.02,17.12,2.1,0.01,0.02,24.83,7.75,16.29,366.23
2019-07-02 19:00:00,619.354402,8.42,42.25,0.0,80.99,8.89,67.79,11.64,70.76,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,21.6,8.25,14.93,357.67
2019-07-02 20:00:00,614.510311,8.54,48.88,0.0,81.06,8.48,66.91,11.03,70.38,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,19.47,8.46,13.97,350.52
2019-07-02 21:00:00,651.323105,8.54,53.44,0.0,81.09,7.89,69.36,10.39,73.04,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,18.06,8.49,13.28,343.0
2019-07-02 22:00:00,633.147117,8.48,55.94,0.0,81.09,7.14,72.28,9.67,76.08,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,17.19,8.35,12.77,339.08
2019-07-02 23:00:00,602.409258,8.36,57.56,0.0,81.08,6.68,76.53,9.33,80.66,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,16.55,8.16,12.36,334.2
2019-07-03 00:00:00,569.939561,8.24,57.81,0.0,81.05,6.39,81.78,9.29,85.71,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,16.26,7.97,12.12,329.98
2019-07-03 01:00:00,536.09956,8.12,57.19,0.0,81.03,6.4,89.51,9.57,92.67,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,16.19,7.73,11.96,326.2
2019-07-03 02:00:00,510.570753,8.0,57.12,0.0,81.0,6.32,95.96,9.61,98.18,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,16.01,7.56,11.79,323.98
2019-07-03 03:00:00,494.996375,7.93,57.38,0.0,81.01,6.09,98.25,9.62,100.2,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,15.81,7.44,11.62,320.6
2019-07-03 04:00:00,487.512223,7.81,56.81,0.0,81.02,6.37,99.75,9.92,101.27,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,15.73,7.2,11.47,322.83
2019-07-03 05:00:00,479.548385,7.63,51.44,0.0,81.04,7.22,100.29,9.51,101.95,86.14,84.42,214.75,0.24,80.61,36.38,36.48,4.35,0.02,0.08,16.87,6.82,11.84,325.5
2019-07-03 06:00:00,466.276383,7.08,40.81,0.0,81.06,8.33,105.5,10.22,107.99,262.42,255.02,463.45,0.09,69.38,111.77,111.85,13.12,0.13,0.67,19.37,5.73,12.55,334.58
2019-07-03 07:00:00,493.049505,6.53,31.44,0.0,81.05,9.42,113.25,11.04,115.44,473.8,466.8,711.38,0.14,57.29,204.42,204.65,25.34,0.45,2.23,22.38,4.65,13.51,347.1
2019-07-03 08:00:00,541.647506,6.59,26.62,0.0,81.04,8.9,119.63,10.11,122.41,672.36,671.65,930.67,0.15,45.01,293.77,294.15,38.09,0.93,4.65,25.29,4.76,15.02,361.98
2019-07-03 09:00:00,586.328508,6.59,22.12,0.0,81.03,7.95,127.94,8.97,132.39,834.77,839.73,1106.42,0.17,32.8,366.05,366.6,48.8,1.45,7.45,28.42,4.75,16.58,370.8
2019-07-03 10:00:00,624.031944,6.41,17.94,0.0,80.98,6.8,135.05,7.65,141.71,941.16,956.92,1226.6,0.18,21.28,415.9,416.05,56.32,1.86,9.88,31.45,4.27,17.87,378.88
2019-07-03 11:00:00,641.198706,5.86,14.25,0.0,80.89,5.66,145.52,6.52,154.2,997.38,1029.92,1283.05,0.2,12.91,448.45,448.55,62.05,2.17,11.7,34.11,3.11,18.61,377.17
2019-07-03 12:00:00,647.298808,5.0,10.81,0.0,80.81,5.34,169.46,6.52,176.98,997.33,1019.23,1271.9,0.18,14.93,442.7,442.9,61.09,2.12,11.38,36.12,0.7,18.41,376.98
2019-07-03 13:00:00,638.348628,4.21,8.56,0.0,80.76,6.53,193.85,8.1,197.39,934.14,944.85,1193.92,0.18,24.91,409.98,410.58,55.95,1.81,9.55,37.15,-1.66,17.75,376.35
2019-07-03 14:00:00,636.569114,3.66,7.56,0.0,80.74,8.07,208.13,9.92,209.29,812.55,814.25,1054.4,0.17,36.77,353.55,353.85,47.27,1.34,6.83,37.11,-3.22,16.94,371.23
2019-07-03 15:00:00,635.312723,3.48,7.44,0.0,80.73,8.86,214.77,10.88,215.09,641.34,638.95,862.85,0.18,49.04,277.0,277.3,35.79,0.81,4.0,36.33,-3.87,16.23,363.85
2019-07-03 16:00:00,639.253207,3.42,7.94,0.0,80.74,8.79,217.49,10.98,217.4,442.24,434.45,632.33,0.16,61.29,187.58,187.77,22.96,0.36,1.77,35.04,-3.99,15.52,355.0
2019-07-03 17:00:00,640.024974,4.03,10.5,0.0,80.77,6.82,217.32,9.61,216.57,232.45,227.17,378.5,0.2,73.29,96.8,96.9,10.91,0.09,0.4,32.75,-2.34,15.21,344.02
2019-07-03 18:00:00,627.312534,5.07,18.0,0.0,80.82,4.09,211.56,8.44,212.15,49.91,46.83,118.85,0.23,84.82,18.98,19.0,2.24,0.01,0.02,27.4,0.73,14.07,331.05
2019-07-03 19:00:00,615.966197,5.43,23.81,0.0,80.86,3.72,208.5,7.65,209.84,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,23.76,1.75,12.76,319.27
2019-07-03 20:00:00,616.877344,5.68,27.25,0.0,80.91,3.3,212.03,6.2,213.33,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,22.38,2.51,12.44,310.42
2019-07-03 21:00:00,658.943901,5.92,29.81,0.0,80.93,2.64,224.64,4.62,226.16,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,21.49,3.05,12.27,301.42
2019-07-03 22:00:00,642.818847,5.98,31.94,0.0,80.93,2.09,246.41,3.51,247.77,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,20.59,3.24,11.92,296.75
2019-07-03 23:00:00,613.551898,6.04,34.38,0.0,80.92,1.9,274.24,3.09,274.93,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,19.51,3.37,11.44,292.15
2019-07-04 00:00:00,584.965429,6.04,36.75,0.0,80.91,1.91,299.08,3.02,299.62,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,18.44,3.37,10.9,288.0
2019-07-04 01:00:00,548.544302,5.98,38.69,0.0,80.9,1.92,318.13,2.95,318.22,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,17.5,3.3,10.4,284.58
2019-07-04 02:00:00,519.128367,5.98,40.5,0.0,80.89,1.82,331.23,2.7,330.32,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,16.76,3.27,10.01,281.2
2019-07-04 03:00:00,501.760577,5.98,41.5,0.0,80.88,1.57,340.48,2.21,338.69,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,16.37,3.25,9.8,278.75
2019-07-04 04:00:00,492.862016,5.98,42.38,0.0,80.89,1.25,349.89,1.66,347.47,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,16.12,3.33,9.73,280.95
2019-07-04 05:00:00,479.634508,6.65,43.38,0.0,80.91,0.88,6.62,1.15,5.09,112.12,110.83,212.38,0.24,80.72,44.73,44.88,4.94,0.02,0.08,17.4,4.76,11.08,287.65
2019-07-04 06:00:00,467.331106,6.16,33.75,0.0,80.93,0.78,29.89,0.68,35.69,319.46,312.5,461.8,0.17,69.46,131.6,131.85,15.16,0.16,0.8,20.2,3.74,11.97,296.83
2019-07-04 07:00:00,493.001222,5.86,25.31,0.0,80.94,0.49,114.52,0.65,146.31,540.52,533.55,709.92,0.17,57.36,227.33,227.65,28.66,0.53,2.62,24.18,3.1,13.64,309.98
2019-07-04 08:00:00,543.467083,4.46,13.88,0.0,80.94,2.64,194.94,3.52,196.1,738.16,737.0,929.48,0.18,45.08,314.35,314.48,41.68,1.05,5.27,29.6,-0.87,14.37,322.88
2019-07-04 09:00:00,588.665563,3.3,8.38,0.0,80.92,4.45,210.71,5.46,209.98,827.2,859.08,1105.45,0.17,32.88,356.73,368.4,47.83,1.48,-999.0,33.23,-4.53,14.34,328.16
2019-07-04 10:00:00,627.925088,2.81,6.38,0.0,80.88,5.58,220.11,6.71,218.28,1001.62,1016.98,1225.9,0.19,21.36,432.3,432.3,60.04,2.05,10.98,35.31,-6.24,14.54,333.45
2019-07-04 11:00:00,653.973519,2.44,5.12,0.0,80.83,6.6,226.58,7.82,224.35,1026.89,1059.67,1282.6,0.19,13.0,445.9,445.9,61.47,2.17,11.8,36.78,-7.57,14.6,337.08
2019-07-04 12:00:00,659.279216,2.14,4.31,0.0,80.79,7.31,230.9,8.58,228.88,1010.65,1051.67,1271.65,0.18,14.98,433.02,441.33,59.7,2.09,11.33,37.62,-8.77,14.42,346.6
2019-07-04 13:00:00,645.174276,1.95,3.81,0.0,80.77,7.46,233.78,8.72,232.06,918.93,981.12,1193.8,0.17,24.91,388.38,410.52,53.19,1.76,9.25,37.85,-9.7,14.08,360.67
2019-07-04 14:00:00,632.390971,1.83,3.62,0.0,80.74,7.15,235.77,8.36,234.39,823.47,851.9,1054.38,0.16,36.77,344.1,355.45,46.15,1.34,6.85,37.6,-10.38,13.61,343.85
2019-07-04 15:00:00,628.668349,1.77,3.62,0.0,80.72,6.66,236.72,7.82,235.66,660.91,675.25,862.85,0.16,49.05,273.38,280.48,35.45,0.83,4.08,36.94,-10.8,13.08,331.6
2019-07-04 16:00:00,636.296648,1.77,3.88,0.0,80.72,5.97,237.08,7.17,236.29,464.16,465.3,632.25,0.16,61.3,187.77,191.48,22.97,0.37,1.83,35.73,-10.88,12.43,320.12
2019-07-04 17:00:00,632.705423,3.11,8.12,0.0,80.74,3.53,237.36,5.91,236.81,248.35,245.8,378.33,0.21,73.3,97.55,98.62,10.89,0.09,0.42,32.8,-5.74,13.52,306.95
2019-07-04 18:00:00,618.863847,4.76,17.31,0.0,80.77,2.31,238.41,4.2,237.52,54.95,51.98,118.5,0.23,84.84,19.35,19.42,2.25,0.01,0.02,27.01,0.05,13.53,292.92
2019-07-04 19:00:00,603.991859,4.7,19.81,0.0,80.8,1.03,232.43,1.86,232.5,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,24.4,-0.24,12.08,284.33
2019-07-04 20:00:00,605.694075,5.07,23.19,0.0,80.84,0.42,70.2,0.71,74.58,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,23.18,0.69,11.94,277.98
2019-07-04 21:00:00,646.211928,5.49,26.06,0.0,80.87,1.83,53.33,2.57,56.89,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,22.44,1.01,11.73,271.55
2019-07-04 22:00:00,631.403546,6.47,36.12,0.0,80.86,2.64,54.38,3.76,57.14,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,19.8,3.51,11.65,271.65
2019-07-04 23:00:00,603.111022,7.32,48.25,0.0,80.84,2.85,61.82,4.46,64.47,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,17.22,5.79,11.51,270.77
2019-07-05 00:00:00,579.128465,7.93,58.75,0.0,80.82,2.72,65.2,4.82,66.59,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,15.33,7.19,11.26,270.62
2019-07-05 01:00:00,543.936131,8.36,65.88,0.0,80.8,2.7,62.4,5.0,63.27,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,14.36,8.07,11.22,270.52
2019-07-05 02:00:00,519.832928,8.48,69.5,0.0,80.79,2.79,57.47,5.21,57.86,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,13.79,8.32,11.05,270.17
2019-07-05 03:00:00,502.838664,8.36,70.69,0.0,80.78,2.92,53.38,5.57,54.13,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,13.32,8.11,10.71,267.08
2019-07-05 04:00:00,490.401048,8.12,70.06,0.0,80.79,3.03,53.19,5.88,54.35,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,13.01,7.66,10.33,271.33
2019-07-05 05:00:00,480.598897,7.87,56.94,0.0,80.82,3.77,54.96,5.62,56.69,113.21,112.15,209.92,0.23,80.82,43.77,44.0,4.81,0.02,0.08,15.7,7.17,11.44,275.7
2019-07-05 06:00:00,458.658414,7.69,45.62,0.0,80.84,4.19,60.28,4.72,63.43,316.86,310.48,460.08,0.14,69.54,127.0,127.4,14.63,0.16,0.77,18.89,6.9,12.9,285.92
2019-07-05 07:00:00,468.736386,7.39,33.38,0.0,80.84,4.83,83.59,5.6,88.64,540.83,534.48,708.42,0.16,57.44,221.98,222.55,27.82,0.52,2.55,23.29,6.3,14.79,298.52
2019-07-05 08:00:00,495.767471,6.84,24.19,0.0,80.82,5.34,107.11,6.1,110.38,735.64,742.38,928.23,0.16,45.16,306.23,309.58,40.4,1.03,5.15,27.44,5.24,16.34,314.9
2019-07-05 09:00:00,532.809521,6.47,19.06,0.0,80.8,5.02,122.03,5.77,125.63,890.21,911.23,1104.48,0.16,32.96,372.85,379.9,50.73,1.56,8.12,30.54,4.4,17.47,323.92
2019-07-05 10:00:00,569.693951,5.86,14.94,0.0,80.74,4.54,134.23,5.29,138.59,950.55,1029.0,1225.17,0.16,21.45,401.1,428.08,55.71,1.92,10.23,33.1,2.98,18.04,349.17
2019-07-05 11:00:00,595.304456,5.0,11.44,0.0,80.65,3.91,148.06,4.7,152.37,1031.88,1078.35,1282.08,0.17,13.09,442.02,447.3,61.09,2.18,11.9,35.13,0.86,18.0,330.3
2019-07-05 12:00:00,603.700582,4.09,8.56,0.0,80.56,3.63,166.8,4.46,169.1,1044.53,1066.35,1271.33,0.17,15.02,442.15,442.15,60.98,2.16,11.73,36.7,-1.87,17.42,326.8
2019-07-05 13:00:00,605.720554,3.3,6.5,0.0,80.49,3.8,184.6,4.64,184.44,980.3,990.25,1193.62,0.16,24.94,409.83,409.85,55.88,1.85,9.85,37.63,-4.68,16.48,325.27
2019-07-05 14:00:00,604.284057,2.62,5.19,0.0,80.44,4.12,195.06,4.9,194.04,852.48,853.7,1054.27,0.16,36.78,352.55,352.6,46.99,1.37,7.0,37.8,-7.13,15.33,322.8
2019-07-05 15:00:00,601.108155,2.26,4.56,0.0,80.42,4.16,198.98,4.89,198.06,671.03,668.15,862.75,0.15,49.05,274.67,274.8,35.28,0.82,4.05,37.24,-8.74,14.25,318.42
2019-07-05 16:00:00,601.910983,2.14,4.62,0.0,80.42,3.69,199.82,4.38,199.28,457.75,449.83,632.1,0.13,61.3,183.5,183.62,22.25,0.36,1.77,36.02,-9.45,13.29,315.8
2019-07-05 17:00:00,600.805421,4.09,10.38,0.0,80.44,1.74,189.8,3.04,194.61,237.41,232.27,378.02,0.2,73.31,92.73,92.83,10.44,0.09,0.42,33.05,-2.68,15.19,311.23
2019-07-05 18:00:00,591.93333,5.43,18.75,0.0,80.48,0.97,153.85,1.86,149.24,50.86,47.67,118.08,0.22,84.85,18.12,18.12,2.17,0.01,0.02,27.89,1.88,14.88,303.1
2019-07-05 19:00:00,583.826461,4.82,18.75,0.0,80.52,2.1,106.88,3.79,104.06,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,25.8,0.13,12.97,298.58
2019-07-05 20:00:00,579.787485,5.25,23.12,0.0,80.57,3.77,90.12,5.8,90.62,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,23.73,1.18,12.45,294.88
2019-07-05 21:00:00,625.479106,5.92,31.81,0.0,80.59,4.48,82.18,6.72,83.59,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,20.45,2.95,11.7,290.7
2019-07-05 22:00:00,617.991458,6.29,38.06,0.0,80.61,4.46,77.96,7.12,80.27,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,18.49,3.8,11.15,289.9
2019-07-05 23:00:00,594.117949,6.59,43.69,0.0,80.6,4.02,74.34,6.94,77.32,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,17.15,4.64,10.9,288.02
2019-07-06 00:00:00,575.346506,6.77,47.62,0.0,80.59,3.78,70.44,6.76,72.59,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,16.2,5.07,10.64,286.27
2019-07-06 01:00:00,545.318502,6.77,49.0,0.0,80.57,3.84,70.02,7.1,71.53,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,15.76,5.08,10.42,285.45
2019-07-06 02:00:00,519.259251,6.65,48.19,0.0,80.57,3.99,75.47,7.58,76.89,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,15.64,4.73,10.19,284.3
2019-07-06 03:00:00,502.049584,6.35,46.38,0.0,80.58,3.99,79.86,7.89,81.17,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,15.59,4.13,9.87,282.95
2019-07-06 04:00:00,491.945922,6.16,44.44,0.0,80.61,4.15,81.55,8.36,82.81,0.0,0.0,0.0,-999.0,-999.0,0.0,0.0,0.0,0.0,0.0,15.69,3.63,9.66,285.65
2019-07-06 05:00:00,485.3258,6.23,38.5,0.0,80.63,4.83,81.44,7.79,82.92,99.26,99.23,207.42,0.24,80.93,39.52,39.7,4.63,0.02,0.08,18.22,3.87,11.05,300.52
2019-07-06 06:00:00,471.74089,6.53,32.75,0.0,80.65,6.12,86.04,7.55,90.47,298.07,291.4,458.3,0.14,69.62,121.23,121.48,13.96,0.16,0.75,21.62,4.57,13.09,300.7
2019-07-06 07:00:00,500.418932,6.53,26.44,0.0,80.64,8.44,106.74,10.26,109.52,519.32,511.67,706.9,0.16,57.52,216.55,216.7,26.95,0.51,2.5,25.15,4.58,14.87,312.7
2019-07-06 08:00:00,553.160534,6.29,21.75,0.0,80.62,8.29,112.89,9.65,115.32,716.67,715.75,926.95,0.16,45.23,304.6,304.77,39.9,1.02,5.12,27.76,3.97,15.86,325.55
2019-07-06 09:00:00,599.273806,6.04,18.12,0.0,80.6,7.24,116.34,8.23,119.54,876.94,881.67,1103.48,0.17,33.04,375.85,376.05,50.78,1.58,8.2,30.27,3.47,16.87,333.75
2019-07-06 10:00:00,636.601884,5.86,15.38,0.0,80.55,6.13,119.11,6.84,123.54,981.8,997.48,1224.42,0.17,21.54,424.83,425.0,58.43,2.02,10.85,32.51,2.96,17.73,340.0
2019-07-06 11:00:00,657.947056,5.68,13.56,0.0,80.47,5.16,120.29,5.66,125.95,1011.91,1043.73,1281.58,0.18,13.2,442.67,442.88,60.86,2.19,11.95,34.25,2.54,18.39,349.92
